,Player,Nation,Born
2089,Julian Schieber,de GER,1989.0
2090,Christopher Schindler,de GER,1990.0
2091,Sven Schipplock,de GER,1988.0
2092,Jeffrey Schlupp,gh GHA,1992.0
2093,Marcel Schmelzer,de GER,1988.0
2094,Jonathan Schmid,fr FRA,1990.0
2095,Manuel Schmiedebach,de GER,1988.0
2096,Benno Schmitz,de GER,1994.0
2097,Morgan Schneiderlin,fr FRA,1989.0
2098,Alessandro Schöpf,at AUT,1994.0
2099,Nico Schulz,de GER,1993.0
2100,André Schürrle,de GER,1990.0
2101,Julian Schuster,de GER,1985.0
2102,Pirmin Schwegler,ch SUI,1987.0
2103,Ernest Seka,gn GUI,1987.0
2104,Vahid Selimović,lu LUX,1997.0
2105,Davie Selke,de GER,1995.0
2106,Ole Selnæs,no NOR,1994.0
2107,Nélson Semedo,pt POR,1993.0
2108,Rúben Semedo,pt POR,1994.0
2109,Stefano Sensi,it ITA,1995.0
2110,Suat Serdar,de GER,1997.0
2111,Jean Seri,ci CIV,1991.0
2112,Julien Serrano,fr FRA,1998.0
2113,Grégory Sertic,fr FRA,1989.0
2114,Stéphane Sessègnon,bj BEN,1984.0
2115,Lee Seung-woo,kr KOR,1998.0
2116,Stephan El Shaarawy,it ITA,1992.0
2117,Meritan Shabani,al ALB,1999.0
2118,Xherdan Shaqiri,ch SUI,1991.0
2119,Luke Shaw,eng ENG,1995.0
2120,Ryan Shawcross,eng ENG,1987.0
2121,Jonjo Shelvey,eng ENG,1992.0
2122,Gaku Shibasaki,jp JPN,1992.0
2123,Djibril Sidibé,fr FRA,1992.0
2124,Sidnei,br BRA,1989.0
2125,Jaime Sierra Mateos,es ESP,1998.0
2126,Vincent Sierro,ch SUI,1995.0
2127,Gylfi Sigurðsson,is ISL,1989.0
2128,Kolbeinn Sigþórsson,is ISL,1990.0
2129,Adrien Silva,pt POR,1989.0
2130,André Silva,pt POR,1995.0
2131,Bernardo Silva,pt POR,1994.0
2132,David Silva,es ESP,1986.0
2133,Gabriel Silva,br BRA,1991.0
2134,Jonathan Silva,ar ARG,1994.0
2135,Thiago Silva,br BRA,1984.0
2136,Matías Silvestre,ar ARG,1984.0
2137,Giovanni Simeone,ar ARG,1995.0
2138,Lorenco Šimić,hr CRO,1996.0
2139,Stefan Simić,cz CZE,1995.0
2140,David Simón,es ESP,1988.0
2141,Danny Simpson,eng ENG,1987.0
2142,Jack Simpson,eng ENG,1996.0
2143,Josh Sims,eng ENG,1997.0
2144,Jerome Sinclair,eng ENG,1996.0
2145,Giovanni Sio,ci CIV,1989.0
2146,Dimitris Siovas,gr GRE,1988.0
2147,Moussa Sissoko,fr FRA,1989.0
2148,Pione Sisto,dk DEN,1995.0
2149,Ellyes Skhiri,tn TUN,1995.0
2150,Milan Škriniar,sk SVK,1995.0
2151,Islam Slimani,dz ALG,1988.0
2153,Naïm Sliti,tn TUN,1992.0
2154,Chris Smalling,eng ENG,1989.0
2155,Adam Smith,eng ENG,1991.0
2156,Tommy Smith,eng ENG,1992.0
2157,Wesley Sneijder,nl NED,1984.0
2158,Cédric Soares,pt POR,1991.0
2159,Ramadan Sobhi,eg EGY,1997.0
2160,Rubén Sobrino,es ESP,1992.0
2161,Dominic Solanke,eng ENG,1997.0
2162,Carlos Soler,es ESP,1997.0
2163,Somália,br BRA,1988.0
2164,Kévin Soni,cm CMR,1998.0
2165,Jérémy Sorbon,fr FRA,1983.0
2166,Oliver Sorg,de GER,1990.0
2167,Roberto Soriano,it ITA,1991.0
2168,Pape Souaré,sn SEN,1990.0
2169,Rayan Souici,fr FRA,1998.0
2170,Adama Soumaoro,fr FRA,1992.0
2171,Boubakary Soumaré,fr FRA,1999.0
2172,Samuel Souprayen,fr FRA,1989.0
2173,Arnaud Souquet,fr FRA,1992.0
2174,Çağlar Söyüncü,tr TUR,1996.0
2175,Luca Sparandeo,it ITA,1999.0
2176,Leonardo Spinazzola,it ITA,1993.0
2177,Nicolás Spolli,ar ARG,1983.0
2178,Bassem Srarfi,tn TUN,1997.0
2179,Kostas Stafylidis,gr GRE,1993.0
2181,Benjamin Stambouli,fr FRA,1990.0
2182,Junior Stanislas,eng ENG,1989.0
2183,Caleb Stanko,us USA,1993.0
2184,Niklas Stark,de GER,1995.0
2185,Timo Stavitski,fi FIN,1999.0
2186,Renato Steffen,ch SUI,1991.0
2187,Marc Stendera,de GER,1995.0
2188,Pascal Stenzel,de GER,1996.0
2189,Dale Stephens,eng ENG,1989.0
2190,Jack Stephens,eng ENG,1994.0
2191,Mariusz Stępiński,pl POL,1995.0
2193,Raheem Sterling,eng ENG,1994.0
2194,Ognjen Stijepović,me MNE,1999.0
2195,Lars Stindl,de GER,1988.0
2196,Valentin Stocker,ch SUI,1989.0
2197,Adrian Stoian,ro ROU,1991.0
2198,John Stones,eng ENG,1994.0
2199,Ivan Strinić,hr CRO,1987.0
2200,Tobias Strobl,de GER,1990.0
2201,Kevin Strootman,nl NED,1990.0
2202,Jens Stryger Larsen,dk DEN,1991.0
2203,Cristhian Stuani,uy URU,1986.0
2204,Stefano Sturaro,it ITA,1993.0
2205,Daniel Sturridge,eng ENG,1989.0
2207,Damián Suárez,uy URU,1988.0
2208,Denis Suárez,es ESP,1994.0
2209,Leonardo Suárez,ar ARG,1996.0
2210,Luis Suárez,uy URU,1987.0
2211,Neven Subotić,rs SRB,1988.0
2213,Isaac Success,ng NGA,1996.0
2214,Niklas Süle,de GER,1995.0
2215,Ki Sung-yueng,kr KOR,1989.0
2216,Gilles Sunu,tg TOG,1991.0
2217,Andrew Surman,eng ENG,1986.0
2218,Markel Susaeta,es ESP,1987.0
2219,Suso,es ESP,1993.0
2220,Markus Suttner,at AUT,1987.0
2221,Issiaga Sylla,gn GUI,1994.0
2222,Moussa Sylla,fr FRA,1999.0
2223,Ádám Szalai,hu HUN,1987.0
2224,Alexander Søderlund,no NOR,1987.0
2225,Frederik Sørensen,dk DEN,1992.0
2226,Lasse Sørensen,dk DEN,1999.0
2227,Alexander Sørloth,no NOR,1995.0
2228,Adel Taarabt,ma MAR,1989.0
2229,Franck Tabanou,fr FRA,1989.0
2230,Dušan Tadić,rs SRB,1988.0
2231,Jonathan Tah,de GER,1996.0
2232,Ervin Taha,fr FRA,1999.0
2233,Mehdi Tahrat,dz ALG,1990.0
2234,Saphir Taïder,dz ALG,1992.0
2235,Flavien Tait,fr FRA,1993.0
2236,Adrien Tameze,cm CMR,1994.0
2237,Tana,es ESP,1990.0
2238,Oussama Tannane,ma MAR,1994.0
2240,Matt Targett,eng ENG,1995.0
2241,James Tarkowski,eng ENG,1992.0
2242,Júlio Tavares,cv CPV,1988.0
2243,Taleb Tawatha,il ISR,1992.0
2244,Charlie Taylor,eng ENG,1993.0
2245,Jordan Tell,fr FRA,1997.0
2246,Cristian Tello,es ESP,1991.0
2247,Simon Terodde,de GER,1988.0
2249,Marco Terrazzino,de GER,1991.0
2250,Martin Terrier,fr FRA,1997.0
2251,Kenny Tete,nl NED,1995.0
2252,Cedric Teuchert,de GER,1997.0
2253,Florian Thauvin,fr FRA,1993.0
2254,Kévin Théophile-Catherine,fr FRA,1989.0
2255,Cyril Théréau,fr FRA,1983.0
2257,Vincent Thill,lu LUX,2000.0
2258,Romain Thomas,fr FRA,1988.0
2259,Adrien Thomasson,fr FRA,1993.0
2260,Erik Thommy,de GER,1994.0
2262,Marcus Thuram,fr FRA,1997.0
2263,Youri Tielemans,be BEL,1997.0
2264,David Timor,es ESP,1989.0
2265,Jonathan Tinhan,bj BEN,1989.0
2266,Marcel Tisserand,cd COD,1993.0
2267,Tito,es ESP,1985.0
2268,Ola Toivonen,se SWE,1986.0
2269,Karl Toko Ekambi,cm CMR,1992.0
2270,Hernán Toledo,ar ARG,1996.0
2271,Corentin Tolisso,fr FRA,1994.0
2272,Jeremy Toljan,de GER,1994.0
2274,Rafael Tolói,it ITA,1990.0
2275,James Tomkins,eng ENG,1989.0
2276,Nenad Tomović,rs SRB,1987.0
2278,Lorenzo Tonelli,it ITA,1990.0
2279,Aleksandar Tonev,bg BUL,1990.0
2280,Toño,es ESP,1989.0
2281,Ömer Toprak,tr TUR,1989.0
2282,Vasilis Torosidis,gr GRE,1985.0
2283,Emanuele Torrasi,it ITA,1999.0
2284,Lucas Torreira,uy URU,1996.0
2285,Daniel Torres,co COL,1989.0
2286,Fernando Torres,es ESP,1984.0
2287,Ferrán Torres,es ESP,2000.0
2288,Miguel Torres,es ESP,1986.0
2289,Pau Torres,es ESP,1997.0
2290,Jordan Torunarigha,de GER,1997.0
2291,Alin Toșca,ro ROU,1992.0
2293,Cenk Tosun,tr TUR,1991.0
2294,Jérémy Toulalan,fr FRA,1983.0
2295,Abdoulaye Touré,fr FRA,1994.0
2296,Almamy Touré,ml MLI,1996.0
2297,Thomas Touré,ci CIV,1993.0
2299,Yaya Touré,ci CIV,1983.0
2300,Lucas Tousart,fr FRA,1997.0
2301,Andros Townsend,eng ENG,1991.0
2302,Adama Traoré,ml MLI,1995.0
2303,Bertrand Traoré,bf BFA,1995.0
2304,Charles Traore,ml MLI,1992.0
2305,Hamari Traoré,ml MLI,1992.0
2306,Ibrahima Traoré,gn GUI,1988.0
2307,Ismaël Traoré,ci CIV,1986.0
2308,Lacina Traoré,ci CIV,1990.0
2309,Manu Trigueros,es ESP,1991.0
2310,Kieran Trippier,eng ENG,1990.0
2311,Marcello Trotta,it ITA,1992.0
2312,Axel Tuanzebe,eng ENG,1997.0
2313,Marco Tumminello,it ITA,1998.0
2315,Ľubomír Tupta,sk SVK,1998.0
2316,Josh Tymon,eng ENG,1999.0
2317,Matthieu Udol,fr FRA,1996.0
2318,Anthony Ujah,ng NGA,1990.0
2319,Leonardo Ulloa,ar ARG,1986.0
2321,Samuel Umtiti,fr FRA,1993.0
2322,Enes Ünal,tr TUR,1997.0
2324,Cengiz Ünder,tr TUR,1997.0
2325,Dayot Upamecano,fr FRA,1998.0
2326,Mark Uth,de GER,1991.0
2327,Valentín Vada,ar ARG,1996.0
2328,Josha Vagnoman,de GER,2000.0
2329,Sauli Väisänen,fi FIN,1994.0
2330,Mirko Valdifiori,it ITA,1986.0
2331,Antonio Valencia,ec ECU,1985.0
2332,Gerard Valentín,es ESP,1993.0
2333,Borja Valero,es ESP,1985.0
2334,Borja Valle,es ESP,1992.0
2335,Jesús Vallejo,es ESP,1997.0
2336,Mattia Valoti,it ITA,1993.0
2337,Federico Valverde,uy URU,1998.0
2338,Raphaël Varane,fr FRA,1993.0
2339,Jamie Vardy,eng ENG,1987.0
2340,Cédric Varrault,fr FRA,1980.0
2341,Franco Vázquez,ar ARG,1989.0
2342,Lucas Vázquez,es ESP,1991.0
2343,Matías Vecino,uy URU,1991.0
2344,Carlos Vela,mx MEX,1989.0
2345,Miloš Veljković,rs SRB,1995.0
2346,Miguel Veloso,pt POR,1986.0
2347,Lorenzo Venuti,it ITA,1995.0
2348,Daniele Verde,it ITA,1996.0
2349,Simone Verdi,it ITA,1992.0
2350,Olivier Verdon,bj BEN,1995.0
2351,Jordan Veretout,fr FRA,1993.0
2352,Paul Verhaegh,nl NED,1983.0
2353,Thomas Vermaelen,be BEL,1985.0
2354,Marco Verratti,it ITA,1992.0
2355,Valerio Verre,it ITA,1994.0
2356,Jan Vertonghen,be BEL,1987.0
2357,Mikel Vesga,es ESP,1993.0
2358,Jannik Vestergaard,dk DEN,1992.0
2359,Rúben Vezo,pt POR,1994.0
2360,Francesco Vicari,it ITA,1994.0
2361,Aleix Vidal,es ESP,1989.0
2362,Arturo Vidal,cl CHI,1987.0
2363,Nacho Vidal,es ESP,1995.0
2364,Luca Vido,it ITA,1997.0
2365,Jonathan Viera,es ESP,1989.0
2366,Luciano Vietto,ar ARG,1993.0
2368,Carlos Vigaray,es ESP,1994.0
2369,Dídac Vilà,es ESP,1989.0
2370,Julio Villalba,py PAR,1998.0
2371,Asier Villalibre,es ESP,1997.0
2372,Nicolas Viola,it ITA,1989.0
2373,Mattia Vitale,it ITA,1997.0
2374,Vitolo,es ESP,1989.0
2376,Federico Viviani,it ITA,1992.0
2377,Oswaldo Vizcarrondo,ve VEN,1984.0
2378,Nikola Vlašić,hr CRO,1997.0
2379,Kevin Vogt,de GER,1991.0
2380,Sam Vokes,wal WAL,1989.0
2381,Kevin Volland,de GER,1992.0
2382,Giovanni Volpicelli,it ITA,1999.0
2383,Stefan de Vrij,nl NED,1992.0
2384,Šime Vrsaljko,hr CRO,1992.0
2385,Jagoš Vuković,rs SRB,1988.0
2386,Sandro Wagner,de GER,1987.0
2388,Molla Wagué,ml MLI,1991.0
2390,Wakaso,gh GHA,1990.0
2391,Walace,br BRA,1995.0
2392,Theo Walcott,eng ENG,1989.0
2394,Luca Waldschmidt,de GER,1996.0
2395,Kyle Walker,eng ENG,1990.0
2396,Kyle Walker-Peters,eng ENG,1997.0
2397,Wallace,br BRA,1994.0
2398,Anthony Walongwa,cd COD,1993.0
2399,Rémi Walter,fr FRA,1995.0
2401,Jonathan Walters,ie IRL,1983.0
2402,Aaron Wan-Bissaka,eng ENG,1997.0
2403,Victor Wanyama,ke KEN,1991.0
2404,Joel Ward,eng ENG,1989.0
2405,Stephen Ward,ie IRL,1985.0
2406,James Ward-Prowse,eng ENG,1994.0
2407,Daniel Wass,dk DEN,1989.0
2408,Ben Watson,eng ENG,1985.0
2409,Timothy Weah,us USA,2000.0
2410,Julian Weigl,de GER,1995.0
2411,Mitchell Weiser,de GER,1994.0
2412,Danny Welbeck,eng ENG,1990.0
2413,Nahki Wells,bm BER,1990.0
2414,Wendell,br BRA,1993.0
2415,Oscar Wendt,se SWE,1985.0
2416,Timo Werner,de GER,1996.0
2417,Ashley Westwood,eng ENG,1990.0
2418,Dean Whitehead,eng ENG,1982.0
2419,Silvan Widmer,ch SUI,1993.0
2420,Georginio Wijnaldum,nl NED,1990.0
2421,Jetro Willems,nl NED,1994.0
2422,William,br BRA,1995.0
2423,Ashley Williams,wal WAL,1984.0
2424,Danny Williams,us USA,1989.0
2425,Iñaki Williams,es ESP,1994.0
2426,Willian,br BRA,1988.0
2427,Joe Willock,eng ENG,1999.0
2428,Jack Wilshere,eng ENG,1992.0
2429,Callum Wilson,eng ENG,1992.0
2430,Kevin Wimmer,at AUT,1992.0
2431,Harry Winks,eng ENG,1996.0
2432,Marius Wolf,de GER,1995.0
2433,Bobby Wood,us USA,1992.0
2434,Chris Wood,nz NZL,1991.0
2435,Ben Woodburn,wal WAL,1999.0
2436,Xeka,pt POR,1994.0
2438,Granit Xhaka,ch SUI,1992.0
2439,Claudio Yacob,ar ARG,1987.0
2440,Steeve Yago,bf BFA,1992.0
2441,Cédric Yamberé,cf CTA,1990.0
2442,Jawad El Yamiq,ma MAR,1992.0
2443,Mapou Yanga-Mbiwa,fr FRA,1989.0
2444,Andriy Yarmolenko,ua UKR,1989.0
2445,DeAndre Yedlin,us USA,1993.0
2446,Maya Yoshida,jp JPN,1988.0
2447,Ashley Young,eng ENG,1985.0
2448,Zaydou Youssouf,fr FRA,1999.0
2449,Pablo Zabaleta,ar ARG,1985.0
2450,Mattia Zaccagni,it ITA,1995.0
2451,Dan-Axel Zagadou,fr FRA,1999.0
2452,Wilfried Zaha,ci CIV,1992.0
2453,Denis Zakaria,ch SUI,1996.0
2454,Joseba Zaldúa,es ESP,1992.0
2455,Andre-Frank Zambo Anguissa,cm CMR,1995.0
2456,Francesco Zampano,it ITA,1993.0
2457,Niccolò Zanellato,it ITA,1998.0
2458,Cristián Zapata,co COL,1986.0
2459,Duván Zapata,co COL,1991.0
2460,Davide Zappacosta,it ITA,1992.0
2462,Simone Zaza,it ITA,1991.0
2463,Marvin Zeegelaar,nl NED,1990.0
2464,Mehdi Zeffane,dz ALG,1992.0
2465,Rafik Zekhnini,no NOR,1998.0
2466,Nabil El Zhar,ma MAR,1986.0
2467,Piotr Zieliński,pl POL,1994.0
2468,Matthias Zimmermann,de GER,1992.0
2469,Oleksandr Zinchenko,ua UKR,1996.0
2470,Kévin Zohi,ml MLI,1996.0
2471,Simon Zoller,de GER,1991.0
2472,Kurt Zouma,fr FRA,1994.0
2473,Igor Zubeldia,es ESP,1997.0
2474,Steven Zuber,ch SUI,1991.0
2475,Bruno Zuculini,ar ARG,1993.0
2476,Franco Zuculini,ar ARG,1990.0
2477,Ervin Zukanović,ba BIH,1987.0
2478,Robert Žulj,at AUT,1992.0
2479,Bongani Zungu,za RSA,1992.0
2480,David Zurutuza,es ESP,1986.0
2481,Filip Đuričić,rs SRB,1992.0
2483,Christian Rutjens,,
0,Ismael Aaneba,fr FRA,1999.0
3,Issah Abbas,gh GHA,1998.0
4,Yunis Abdelhamid,ma MAR,1987.0
6,Charles Abi,fr FRA,2000.0
11,Tyler Adams,us USA,1999.0
15,Yacine Adli,fr FRA,2000.0
18,Luis Advíncula,pe PER,1990.0
20,Nayef Aguerd,ma MAR,1996.0
23,Juan Aguilera,es ESP,1985.0
24,Emmanuel Agyemang-Badu,gh GHA,1990.0
26,Antonis Aidonis,de GER,2001.0
27,Ola Aina,ng NGA,1996.0
30,Rayan Aït Nouri,fr FRA,2001.0
31,Ludovic Ajorque,re REU,1994.0
33,Carlos Akapo,gq EQG,1993.0
35,Sergio Akieme,es ESP,1997.0
40,Sofiane Alakouch,fr FRA,1998.0
50,Rubén Alcaraz,es ESP,1991.0
53,Alexis Alegue,fr FRA,1996.0
55,Carles Aleñá,es ESP,1998.0
58,Rachid Alioui,ma MAR,1992.0
60,Allan,br BRA,1997.0
62,Miguel Almirón,py PAR,1994.0
65,Mickaël Alphonse,GPE,1989.0
66,Sergio Álvarez,es ESP,1992.0
68,Bruno Alves,pt POR,1981.0
70,Alfons Amade,de GER,1999.0
79,Yanis Ammour,fr FRA,1999.0
80,Luke Amos,eng ENG,1997.0
93,Mauro Antonio Burruchaga,ar ARG,1998.0
95,Antoñito,es ESP,1987.0
97,Anuar,ma MAR,1995.0
100,Emmanuel Apeh,ng NGA,1996.0
105,Néstor Araujo,mx MEX,1991.0
107,Joaquín Ardaiz,uy URU,1999.0
108,Santiago Arias,co COL,1992.0
109,Lorenzo Ariaudo,it ITA,1989.0
110,Nicolò Armini,it ITA,2001.0
112,Stuart Armstrong,sco SCO,1992.0
124,Youcef Attal,dz ALG,1996.0
130,Ezequiel Ávila,ar ARG,1994.0
132,Kaan Ayhan,tr TUR,1994.0
133,Floyd Ayité,tg TOG,1988.0
135,Abdoulaye Ba,sn SEN,1991.0
136,Florian Baak,de GER,1999.0
139,Ryan Babel,nl NED,1986.0
141,Juninho Bacuna,cw CUW,1997.0
142,Leandro Bacuna,cw CUW,1991.0
153,Fabián Balbuena,py PAR,1991.0
166,Sol Bamba,ci CIV,1985.0
172,Federico Barba,it ITA,1993.0
173,Danilo Barbosa,br BRA,1996.0
178,Antonino Barillà,it ITA,1988.0
186,Leandro Barreiro Martins,lu LUX,2000.0
187,Ander Barrenetxea,es ESP,2001.0
194,Toma Bašić,hr CRO,1996.0
195,Thomas Basila,fr FRA,1999.0
204,Christoph Baumgartner,at AUT,1999.0
213,Uffe Bech,dk DEN,1993.0
216,Andrea Beghetto,it ITA,1994.0
218,Hanno Behrens,de GER,1990.0
224,Fran Beltrán,es ESP,1999.0
225,Hatem Ben Arfa,fr FRA,1987.0
233,Ismaël Bennacer,dz ALG,1997.0
234,Joe Bennett,eng ENG,1990.0
235,Ryan Bennett,eng ENG,1990.0
236,Yassine Benrahou,fr FRA,1999.0
250,Valon Berisha,xk KVX,1993.0
251,Bernard,br BRA,1992.0
255,Antoine Bernede,fr FRA,1999.0
258,Louis Beyer,de GER,2000.0
259,Jonathan Biabiany,fr FRA,1988.0
260,Giulian Biancone,fr FRA,2000.0
271,Alejandro Blanco,es ESP,1998.0
281,Antonin Bobichon,fr FRA,1995.0
284,Adam Bodzek,de GER,1985.0
285,Jean-Paul Boëtius,nl NED,1994.0
286,Sacha Boey,fr FRA,2000.0
288,Willy Boly,ci CIV,1991.0
289,Léo Bonatini,br BRA,1994.0
296,Robin Bormuth,de GER,1995.0
297,Olivier Boscagli,fr FRA,1997.0
299,John Bostock,tt TRI,1992.0
300,Denis Bouanga,ga GAB,1994.0
304,Nassim Boujellab,ma MAR,1999.0
306,Mehdi Bourabia,ma MAR,1991.0
308,Bilal Boutobba,fr FRA,1998.0
309,Umut Bozok,tr TUR,1996.0
310,Filip Bradarić,hr CRO,1992.0
315,Pedro Brazão,pt POR,2002.0
317,Gleison Bremer,br BRA,1997.0
318,Joshua Brenet,nl NED,1994.0
319,Rajko Brežančić,rs SRB,1989.0
320,Anthony Briançon,fr FRA,1994.0
322,Nicolò Brighenti,it ITA,1989.0
323,Matteo Brighi,it ITA,1981.0
326,David Brooks,wal WAL,1997.0
334,Bryan,es ESP,2001.0
335,Joe Bryan,eng ENG,1993.0
336,Niko Bungert,de GER,1986.0
339,Jonathan Burkardt,de GER,2000.0
342,Gaëtan Bussmann,fr FRA,1991.0
353,Anthony Caci,fr FRA,1997.0
354,Mathieu Cafaro,fr FRA,1997.0
358,Tom Cairney,sco SCO,1991.0
360,Arturo Calabresi,it ITA,1996.0
362,Jordi Calavera,es ESP,1995.0
363,Fernando Calero,es ESP,1995.0
364,Duje Ćaleta-Car,hr CRO,1996.0
369,Jan-Ingwer Callsen-Bracker,de GER,1984.0
372,Juanjo Camacho,es ESP,1980.0
373,Rafael Camacho,pt POR,2000.0
374,Mahdi Camara,fr FRA,1998.0
377,Eduardo Camavinga,fr FRA,2002.0
378,Sergio Camello,es ESP,2001.0
386,Luan Capanni,br BRA,2000.0
392,Francesco Caputo,it ITA,1987.0
393,Marc Cardona,es ESP,1995.0
395,Jonas Carls,de GER,1997.0
396,Louis Carnot,fr FRA,2001.0
402,William Carvalho,pt POR,1992.0
404,Santiago Cáseres,ar ARG,1997.0
405,Moreto Cassamã,gw GNB,1998.0
413,Catena,es ESP,1994.0
415,Ivan Cavaleiro,pt POR,1993.0
417,Santi Cazorla,es ESP,1984.0
420,Žan Celar,si SVN,1999.0
421,Zeki Çelik,tr TUR,1997.0
422,Álex Centelles,es ESP,1997.0
425,Alberto Cerri,it ITA,1996.0
434,Xavier Chavalerin,fr FRA,1991.0
435,Pablo Chavarría,ar ARG,1988.0
436,Chechu,es ESP,1982.0
445,Tahith Chong,nl NED,1999.0
448,Cyrus Christie,ie IRL,1992.0
449,Samuel Chukwueze,ng NGA,1999.0
450,Camillo Ciano,it ITA,1990.0
454,Laurent Ciman,be BEL,1985.0
455,Daniel Ciofani,it ITA,1985.0
457,Ibrahima Cissé,gn GUI,1994.0
458,Till Cissokho,fr FRA,2000.0
463,Conor Coady,eng ENG,1993.0
467,Álex Collado,es ESP,1999.0
468,Omar Colley,gm GAM,1992.0
471,Santi Comesaña,es ESP,1996.0
478,Gabriele Corbo,it ITA,2000.0
482,Ante Ćorić,hr CRO,1997.0
493,Hélder Costa,pt POR,1994.0
496,David Costas,es ESP,1995.0
498,Senou Coulibaly,ml MLI,1994.0
502,Domenico Criscito,it ITA,1986.0
508,Alessio da Cruz,nl NED,1997.0
510,Cucho,co COL,1999.0
511,Marc Cucurella,es ESP,1998.0
513,Matheus Cunha,br BRA,1999.0
514,Greg Cunningham,ie IRL,1991.0
521,Abdoulaye Dabo,fr FRA,2001.0
523,Christoph Daferner,de GER,1998.0
524,Colin Dagba,fr FRA,1998.0
526,Leon Dajaku,de GER,2001.0
528,Nicola Dalmonte,it ITA,1997.0
529,Diogo Dalot,pt POR,1999.0
530,Matty Daly,eng ENG,2001.0
531,Vitalie Damașcan,md MDA,1999.0
532,Loïc Damour,fr FRA,1991.0
542,Alphonso Davies,ca CAN,2000.0
561,Romain Del Castillo,fr FRA,1996.0
563,Moisés Delgado,es ESP,1994.0
569,Moussa Dembélé,fr FRA,1996.0
572,Merih Demiral,tr TUR,1998.0
575,Jason Denayer,be BEL,1995.0
576,Leander Dendoncker,be BEL,1995.0
580,Clément Depres,fr FRA,1994.0
581,Kiril Despodov,bg BUL,1996.0
585,Jacopo Dezi,it ITA,1992.0
587,Antonio Di Gaudio,it ITA,1989.0
588,Giovanni Di Lorenzo,it ITA,1993.0
592,Boulaye Dia,sn SEN,1996.0
597,Bafodé Diakité,fr FRA,2001.0
601,Grady Diangana,eng ENG,1998.0
606,Lorenzo Dickmann,it ITA,1996.0
611,Tim Dierßen,de GER,1996.0
614,Mitchell Dijks,nl NED,1993.0
615,Javairô Dilrosun,nl NED,1998.0
616,Federico Dimarco,it ITA,1997.0
619,Federico Dionisi,it ITA,1987.0
623,Sofiane Diop,fr FRA,2000.0
626,Axel Disasi,fr FRA,1998.0
633,Johan Djourou,ch SUI,1987.0
634,Matt Doherty,ie IRL,1992.0
640,Riccardo Doratiotto,it ITA,1999.0
645,Moussa Doumbia,ml MLI,1994.0
646,Seydou Doumbia,ci CIV,1987.0
647,Souleyman Doumbia,ci CIV,1996.0
650,Luke Dreher,eng ENG,1998.0
655,Marvin Ducksch,de GER,1994.0
658,Demeaco Duhaney,eng ENG,1998.0
662,Erik Durm,de GER,1992.0
666,Raphael Dwamena,gh GHA,1995.0
671,Dennis Eckert,de GER,1997.0
672,Bruno Ecuele Manga,ga GAB,1988.0
679,Harvey Elliot,eng ENG,2003.0
682,Gorka Elustondo,es ESP,1987.0
685,Mohamed Elyounoussi,no NOR,1994.0
686,Adri Embarba,es ESP,1992.0
688,Emerson,br BRA,1999.0
690,Björn Engels,be BEL,1994.0
694,Patrick Erras,de GER,1995.0
701,Lucas Evangelista,br BRA,1995.0
703,Ewerton,br BRA,1989.0
708,Fábio,br BRA,1990.0
711,Romain Faivre,fr FRA,1998.0
721,Andrea Favilli,it ITA,1997.0
725,Yassin Fekir,fr FRA,1997.0
733,Borja Fernández,es ESP,1981.0
735,Joaquín Fernández,es ESP,1996.0
737,Juan Ferney Otero,co COL,1995.0
739,David Ferreiro,es ESP,1988.0
740,Facundo Ferreyra,ar ARG,1991.0
743,Oliver Fink,de GER,1982.0
754,Wesley Fofana,fr FRA,2000.0
755,Youssouf Fofana,fr FRA,1999.0
756,Thomas Foket,be BEL,1994.0
757,Thomas Fontaine,mg MAD,1991.0
759,Rui Fonte,pt POR,1990.0
766,Juan Foyth,ar ARG,1998.0
771,Fred,br BRA,1993.0
772,Ryan Fredericks,eng ENG,1992.0
774,Nicolas Frey,fr FRA,1984.0
776,Alexander Fuchs,de GER,1997.0
785,Gianluca Gaetano,it ITA,2000.0
787,Riccardo Gagliolo,se SWE,1990.0
789,Javi Galán,es ESP,1994.0
790,Sam Gallagher,eng ENG,1995.0
791,Álex Gallar,es ESP,1992.0
792,Enric Gallego,es ESP,1986.0
797,Cristian Ganea,ro ROU,1992.0
800,Borja Garcés,es ESP,1999.0
802,Álvaro García,es ESP,1992.0
807,Manu García,es ESP,1998.0
812,James Garner,eng ENG,2001.0
824,Gervinho,ci CIV,1987.0
826,Lamine Ghezali,fr FRA,1999.0
828,Paolo Ghiglione,it ITA,1997.0
829,Saman Ghoddos,ir IRN,1993.0
832,Morgan Gibbs-White,eng ENG,2000.0
833,Ben Gibson,eng ENG,1993.0
834,Niko Gießelmann,de GER,1991.0
842,Eddy Gnahoré,fr FRA,1993.0
844,Kevin Goden,de GER,1999.0
847,Aleksandr Golovin,ru RUS,1996.0
849,Angel Gomes,eng ENG,2000.0
855,Moi Gómez,es ESP,1994.0
863,Cristo González,es ESP,1997.0
865,Nicolás González,ar ARG,1998.0
866,Jon Gorenc Stanković,si SVN,1996.0
868,Mirko Gori,it ITA,1993.0
872,Felix Götze,de GER,1998.0
877,Paolo Gozzi Iweru,it ITA,2001.0
879,Jonathan Gradit,fr FRA,1992.0
884,Karlan Grant,eng ENG,1997.0
888,Mason Greenwood,eng ENG,2001.0
897,Sergej Grubac,me MNE,2000.0
