,,,,,,,,Playing Time,,,,,Starts,,,Subs,,,Team Success,,,,,,Team Success (xG),,,,,
118,Giorgos Antzoulas\Giorgos-Antzoulas,gr GRE,DF,Fiorentina,it Serie A,18,2000,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
119,Anuar\Anuar,ma MAR,MF,Valladolid,es La Liga,23,1995,19,1081,57,31.6,12.0,12,81,5,7,16,12,1.21,7,13,-6,-0.50,0.00,11.4,19.5,-8.1,-0.67,-0.50,Matches
120,Dennis Aogo\Dennis-Aogo,de GER,MF,Stuttgart,de Bundesliga,31,1987,15,1025,68,33.5,11.4,13,76,8,2,16,7,1.13,10,18,-8,-0.70,+0.62,11.7,20.2,-8.5,-0.74,-0.30,Matches
121,Houssem Aouar\Houssem-Aouar,fr FRA,MF,Lyon,fr Ligue 1,20,1998,37,3061,83,89.5,34.0,35,87,26,2,11,1,1.86,62,45,+17,+0.50,-1.00,64.3,39.5,+24.8,+0.73,-0.93,Matches
122,Javier Aparicio\Javier-Aparicio,es ESP,DF,Valladolid,es La Liga,18,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
123,Emmanuel Apeh\Emmanuel-Apeh,ng NGA,MF,Celta Vigo,es La Liga,21,1996,2,14,7,0.4,0.2,0,,0,2,6,3,0.00,0,0,0,0.00,+0.24,0.1,0.2,-0.1,-0.87,-0.48,Matches
124,Mauro Arambarri\Mauro-Arambarri,uy URU,MF,Getafe,es La Liga,22,1995,33,2676,81,78.2,29.7,32,83,20,1,10,2,1.48,32,25,+7,+0.24,-0.49,33.1,30.1,+3.1,+0.10,-0.02,Matches
125,Guilherme Arana\Guilherme-Arana,br BRA,MFDF,Sevilla,es La Liga,21,1997,9,629,70,18.4,7.0,8,79,4,1,0,14,1.78,12,8,+4,+0.57,+0.22,11.1,7.1,+4.1,+0.58,+0.09,Matches
126,Charles Aránguiz\Charles-Aranguiz,cl CHI,MF,Leverkusen,de Bundesliga,29,1989,24,1891,79,61.8,21.0,22,82,15,2,48,2,1.83,43,26,+17,+0.81,+0.81,40.7,21.0,+19.7,+0.94,+1.04,Matches
127,Luiz Araújo\Luiz-Araujo,br BRA,FWMF,Lille,fr Ligue 1,22,1996,25,781,31,22.8,8.7,6,77,1,19,17,11,1.76,12,11,+1,+0.12,-1.04,11.3,10.4,+0.9,+0.11,-0.39,Matches
128,Néstor Araujo\Nestor-Araujo,mx MEX,DF,Celta Vigo,es La Liga,26,1991,32,2682,84,78.4,29.8,30,89,29,2,7,2,1.03,35,47,-12,-0.40,-0.77,33.3,44.4,-11.1,-0.37,+0.10,Matches
129,Anaitz Arbilla\Anaitz-Arbilla,es ESP,DF,Eibar,es La Liga,31,1987,25,1950,78,57.0,21.7,22,88,19,3,5,2,1.24,26,31,-5,-0.23,-0.29,30.6,26.0,+4.6,+0.21,+0.14,Matches
130,Joaquín Ardaiz\Joaquin-Ardaiz,uy URU,FW,Frosinone,it Serie A,19,1999,1,20,20,0.6,0.2,0,,0,1,19,1,0.00,0,0,0,0.00,+1.06,0.1,0.2,-0.1,-0.37,+0.30,Matches
131,Markel Areitio\Markel-Areitio,es ESP,GK,Eibar,es La Liga,21,1996,0,,,,,0,,0,0,,9,,,,,,,,,,,,Matches
132,Alphonse Areola\Alphonse-Areola,fr FRA,GK,Paris S-G,fr Ligue 1,25,1993,21,1890,90,55.3,21.0,21,90,21,0,,13,2.43,55,17,+38,+1.81,-0.07,49.2,19.4,+29.7,+1.42,-0.08,Matches
133,Simone Aresti\Simone-Aresti,it ITA,GK,Cagliari,it Serie A,32,1986,0,,,,,0,,0,0,,37,,,,,,,,,,,,Matches
134,Santiago Arias\Santiago-Arias,co COL,DF,Atlético Madrid,es La Liga,26,1992,25,1772,71,51.8,19.7,20,83,16,5,21,6,2.28,29,10,+19,+0.97,+0.58,24.8,16.6,+8.2,+0.42,+0.47,Matches
135,Lorenzo Ariaudo\Lorenzo-Ariaudo,it ITA,DF,Frosinone,it Serie A,29,1989,19,1682,89,49.2,18.7,19,89,17,0,,10,0.58,13,33,-20,-1.07,-0.03,17.4,29.0,-11.6,-0.62,+0.09,Matches
136,Nicolò Armini\Nicolo-Armini,it ITA,DF,Lazio,it Serie A,17,2001,1,38,38,1.1,0.4,0,,0,1,37,1,1.00,2,1,+1,+2.37,+2.13,0.5,0.6,0.0,-0.12,-0.48,Matches
137,Yoël Armougom\Yoel-Armougom,fr FRA,DFMF,Caen,fr Ligue 1,20,1998,29,1853,64,54.2,20.6,20,86,16,9,15,6,0.97,18,29,-11,-0.53,+0.27,18.6,32.4,-13.7,-0.67,+0.06,Matches
138,Stuart Armstrong\Stuart-Armstrong,sco SCO,MFFW,Southampton,eng Premier League,26,1992,29,1432,49,41.9,15.9,16,75,3,13,18,5,0.93,21,26,-5,-0.31,+0.36,17.4,24.3,-6.9,-0.43,-0.32,Matches
139,José Arnaiz\Jose-Arnaiz,es ESP,DFMF,Leganés,es La Liga,23,1995,6,113,19,3.3,1.3,0,,0,6,18,5,1.33,3,0,+3,+2.39,+2.63,1.0,1.1,-0.1,-0.09,-0.02,Matches
140,Marko Arnautović\Marko-Arnautovic,at AUT,FW,West Ham,eng Premier League,29,1989,28,1990,71,58.2,22.1,24,78,10,4,28,0,1.43,28,34,-6,-0.27,-0.46,28.8,32.4,-3.6,-0.16,+0.36,Matches
141,Maximilian Arnold\Maximilian-Arnold,de GER,MF,Wolfsburg,de Bundesliga,24,1994,33,2872,87,93.9,31.9,33,87,26,0,,0,1.58,58,46,+12,+0.38,+0.38,43.4,44.2,-0.8,-0.02,-0.38,Matches
142,Kepa Arrizabalaga\Kepa-Arrizabalaga,es ESP,GK,Chelsea,eng Premier League,23,1994,36,3240,90,94.7,36.0,36,90,36,0,,2,1.89,61,39,+22,+0.61,-0.39,56.3,34.4,+22.0,+0.61,-0.05,Matches
143,Harry Arter\Harry-Arter,ie IRL,MF,Cardiff City,eng Premier League,28,1989,25,1997,80,58.4,22.2,24,83,12,1,0,2,0.88,19,39,-20,-0.90,+0.05,23.1,31.7,-8.7,-0.39,+0.45,Matches
144,Kwadwo Asamoah\Kwadwo-Asamoah,gh GHA,DF,Inter,it Serie A,29,1988,32,2671,83,78.1,29.7,30,87,27,2,24,5,1.84,42,26,+16,+0.54,-0.42,48.8,30.5,+18.3,+0.62,-0.32,Matches
145,Takuma Asano\Takuma-Asano,jp JPN,MFFW,Hannover 96,de Bundesliga,23,1994,13,699,54,22.8,7.8,9,63,1,4,33,6,0.46,5,22,-17,-2.19,-1.31,4.9,17.9,-13.0,-1.67,-0.93,Matches
146,Santiago Ascacíbar\Santiago-Ascacibar,ar ARG,MF,Stuttgart,de Bundesliga,21,1997,27,2428,90,79.3,27.0,27,90,25,0,,0,0.78,27,55,-28,-1.04,+0.39,31.2,46.9,-15.7,-0.58,-0.17,Matches
147,Sergio Asenjo\Sergio-Asenjo,es ESP,GK,Villarreal,es La Liga,29,1989,32,2880,90,84.2,32.0,32,90,32,0,,4,1.03,40,45,-5,-0.16,-0.49,44.7,45.4,-0.7,-0.02,+0.30,Matches
148,Marco Asensio\Marco-Asensio,es ESP,FW,Real Madrid,es La Liga,22,1996,30,1779,59,52.0,19.8,19,81,9,11,22,2,1.73,31,26,+5,+0.25,-0.41,29.8,25.9,+4.0,+0.20,-0.44,Matches
149,Iago Aspas\Iago-Aspas,es ESP,FW,Celta Vigo,es La Liga,30,1987,27,2251,83,65.8,25.0,26,86,14,1,24,1,1.37,43,39,+4,+0.16,+1.16,32.9,35.6,-2.7,-0.11,+0.83,Matches
150,Gustavo Assuncao\Gustavo-Assuncao,pt POR,MF,Atlético Madrid,es La Liga,18,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
151,Simon Asta\Simon-Asta,de GER,DF,Augsburg,de Bundesliga,17,2001,1,90,90,2.9,1.0,1,90,1,0,,1,0.00,1,8,-7,-7.00,-6.61,0.7,2.5,-1.8,-1.80,-1.42,Matches
152,Christian Atsu\Christian-Atsu,gh GHA,MFFW,Newcastle Utd,eng Premier League,26,1992,28,1493,53,43.7,16.6,15,85,8,13,17,5,1.14,19,18,+1,+0.06,+0.39,14.5,23.6,-9.1,-0.55,-0.33,Matches
153,Youcef Attal\Youcef-Attal,dz ALG,DFMF,Nice,fr Ligue 1,22,1996,29,2263,78,66.2,25.1,25,87,23,4,20,0,1.38,21,21,0,0.00,+0.39,32.1,31.6,+0.6,+0.02,+0.45,Matches
154,Pierre-Emerick Aubameyang\Pierre-Emerick-Aubameyang,ga GAB,FW,Arsenal,eng Premier League,29,1989,36,2726,76,79.7,30.3,30,85,19,6,30,0,1.86,58,42,+16,+0.53,-0.25,48.0,46.4,+1.6,+0.05,-0.07,Matches
155,Emil Audero\Emil-Audero,it ITA,GK,Sampdoria,it Serie A,21,1997,36,3240,90,94.7,36.0,36,90,36,0,,2,1.36,58,51,+7,+0.19,-0.81,48.4,51.5,-3.1,-0.09,-0.20,Matches
156,Jean-Kévin Augustin\Jean-Kevin-Augustin,fr FRA,FW,RB Leipzig,de Bundesliga,21,1997,17,461,27,15.1,5.1,4,78,1,13,11,10,1.35,5,6,-1,-0.20,-1.41,8.5,4.4,+4.1,+0.81,+0.05,Matches
157,Ludwig Augustinsson\Ludwig-Augustinsson,se SWE,DF,Werder Bremen,de Bundesliga,24,1994,34,3026,89,98.9,33.6,34,89,32,0,,0,1.56,58,48,+10,+0.30,+2.94,49.0,52.8,-3.8,-0.11,+1.30,Matches
158,Jose Aurelio Suarez\Jose-Aurelio-Suarez,es ESP,GK,Girona,es La Liga,22,1995,0,,,,,0,,0,0,,8,,,,,,,,,,,,Matches
159,Serge Aurier\Serge-Aurier,ci CIV,DFMF,Tottenham,eng Premier League,25,1992,8,564,71,16.5,6.3,6,81,4,2,40,11,2.25,12,9,+3,+0.48,-0.31,8.4,7.4,+1.0,+0.16,-0.13,Matches
160,Charlie Austin\Charlie-Austin,eng ENG,FW,Southampton,eng Premier League,29,1989,25,983,39,28.7,10.9,11,67,0,14,18,10,0.80,11,17,-6,-0.55,-0.03,13.3,16.1,-2.8,-0.26,-0.01,Matches
161,Ezequiel Ávila\Ezequiel-Avila,ar ARG,FWMF,Huesca,es La Liga,24,1994,34,1997,59,58.4,22.2,20,84,9,14,23,0,0.94,25,36,-11,-0.50,+0.20,27.1,33.7,-6.6,-0.30,-0.01,Matches
162,Javier Avilés\Javier-Aviles,es ESP,FW,Leganés,es La Liga,20,1997,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
163,Jordan Ayew\Jordan-Ayew,gh GHA,FW,Crystal Palace,eng Premier League,26,1991,20,1181,59,34.5,13.1,14,80,3,6,10,16,1.40,15,13,+2,+0.15,+0.31,14.1,15.2,-1.1,-0.08,-0.19,Matches
164,Kaan Ayhan\Kaan-Ayhan,tr TUR,DF,Düsseldorf,de Bundesliga,23,1994,28,2449,87,80.0,27.2,28,87,26,0,,2,1.32,38,52,-14,-0.51,-0.22,35.4,49.7,-14.3,-0.53,-0.65,Matches
165,Floyd Ayité\Floyd-Ayite,tg TOG,FWMF,Fulham,eng Premier League,29,1988,16,476,30,13.9,5.3,3,79,1,13,18,11,0.69,3,13,-10,-1.89,-0.76,4.8,10.0,-5.2,-0.98,-0.36,Matches
166,César Azpilicueta\Cesar-Azpilicueta,es ESP,DF,Chelsea,eng Premier League,28,1989,38,3402,90,99.5,37.8,38,90,37,0,,0,1.89,63,39,+24,+0.63,+0.63,58.4,34.9,+23.6,+0.62,+1.92,Matches
167,Abdoulaye Ba\Abdoulaye-Ba,sn SEN,DF,Rayo Vallecano,es La Liga,27,1991,26,2110,81,61.7,23.4,25,83,21,1,36,5,1.00,27,34,-7,-0.30,+1.21,27.7,30.7,-3.0,-0.13,+0.60,Matches
168,Florian Baak\Florian-Baak,de GER,MF,Hertha BSC,de Bundesliga,19,1999,1,1,1,0.0,0.0,0,,0,1,0,6,3.00,0,0,0,0.00,+0.24,0.0,0.0,0.0,-2.33,-1.99,Matches
169,Ludovic Baal\Ludovic-Baal,gf GUF,DF,Rennes,fr Ligue 1,32,1986,2,126,63,3.7,1.4,1,91,1,1,35,0,1.50,3,3,0,0.00,-0.08,1.5,2.2,-0.7,-0.52,-0.63,Matches
170,Khouma Babacar\Khouma-Babacar,sn SEN,FW,Sassuolo,it Serie A,25,1993,29,1488,51,43.5,16.5,16,78,4,13,18,7,1.21,31,23,+8,+0.48,+1.18,22.7,22.4,+0.3,+0.02,+0.55,Matches
171,Ryan Babel\Ryan-Babel,nl NED,FW,Fulham,eng Premier League,31,1986,16,1251,78,36.6,13.9,15,82,5,1,25,0,0.75,14,26,-12,-0.86,+0.59,15.2,24.1,-8.9,-0.64,+0.05,Matches
172,Carlos Bacca\Carlos-Bacca,co COL,FW,Villarreal,es La Liga,31,1986,33,1270,38,37.1,14.1,12,72,2,21,19,2,1.09,17,17,0,0.00,+0.13,21.1,18.5,+2.5,+0.18,+0.40,Matches
173,Juninho Bacuna\Juninho-Bacuna,cw CUW,MFDF,Huddersfield,eng Premier League,20,1997,21,1412,67,41.3,15.7,16,82,9,5,21,5,0.38,9,36,-27,-1.72,-0.51,10.5,30.8,-20.3,-1.30,-0.66,Matches
174,Leandro Bacuna\Leandro-Bacuna,cw CUW,MFDF,Cardiff City,eng Premier League,26,1991,11,561,51,16.4,6.2,4,92,4,7,28,3,1.36,7,14,-7,-1.12,-0.24,7.0,10.9,-3.9,-0.63,-0.06,Matches
175,Milan Badelj\Milan-Badelj,hr CRO,MF,Lazio,it Serie A,29,1989,23,1141,50,33.4,12.7,14,70,4,9,18,12,1.30,15,22,-7,-0.55,-1.22,15.7,14.3,+1.4,+0.11,-0.37,Matches
176,Loic Badiashile\Loic-Badiashile,fr FRA,GK,Rennes,fr Ligue 1,20,1998,0,,,,,0,,0,0,,7,,,,,,,,,,,,Matches
177,Loic Badiashile\Loic-Badiashile,fr FRA,GK,Monaco,fr Ligue 1,20,1998,0,,,,,0,,0,0,,12,,,,,,,,,,,,Matches
178,Holger Badstuber\Holger-Badstuber,de GER,DF,Stuttgart,de Bundesliga,29,1989,10,522,52,17.1,5.8,5,82,4,5,23,11,0.60,1,13,-12,-2.07,-1.15,4.8,10.2,-5.4,-0.93,-0.47,Matches
179,Fabrizio Bagheria\Fabrizio-Bagheria,it ITA,GK,Parma,it Serie A,17,2001,0,,,,,0,,0,0,,22,,,,,,,,,,,,Matches
180,Mohamed Bahlouli\Mohamed-Bahlouli,fr FRA,MF,Sampdoria,it Serie A,18,2000,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
181,Stéphane Bahoken\Stephane-Bahoken,cm CMR,FW,Angers,fr Ligue 1,26,1992,32,2469,77,72.2,27.4,31,79,6,1,32,0,1.28,31,28,+3,+0.11,+0.87,31.6,33.3,-1.7,-0.06,-0.30,Matches
182,Daniel Baier\Daniel-Baier,de GER,MF,Augsburg,de Bundesliga,34,1984,33,2815,85,92.0,31.3,33,85,24,0,,0,0.97,46,60,-14,-0.45,+1.76,39.7,52.8,-13.1,-0.42,-0.02,Matches
183,Leon Bailey\Leon-Bailey,jm JAM,FWMF,Leverkusen,de Bundesliga,20,1997,29,1914,66,62.5,21.3,21,80,8,8,30,1,1.55,36,36,0,0.00,-1.34,35.9,29.1,+6.8,+0.32,-0.59,Matches
184,Eric Bailly\Eric-Bailly,ci CIV,DF,Manchester Utd,eng Premier League,24,1994,12,638,53,18.7,7.1,8,78,5,4,5,9,2.17,14,13,+1,+0.14,-0.18,8.8,9.5,-0.7,-0.10,-0.50,Matches
185,Leighton Baines\Leighton-Baines,eng ENG,DF,Everton,eng Premier League,33,1984,6,375,63,11.0,4.2,5,72,3,1,14,25,1.50,8,6,+2,+0.48,+0.30,3.9,6.3,-2.4,-0.57,-0.69,Matches
186,Marvin Bakalorz\Marvin-Bakalorz,de GER,MF,Hannover 96,de Bundesliga,28,1989,25,1470,59,48.0,16.3,16,81,11,9,19,6,0.84,18,35,-17,-1.04,+0.26,19.2,28.4,-9.2,-0.56,+0.76,Matches
187,Tiemoué Bakayoko\Tiemoue-Bakayoko,fr FRA,MF,Milan,it Serie A,23,1994,31,2301,74,67.3,25.6,26,85,21,5,18,6,1.61,30,23,+7,+0.27,-0.69,30.9,29.2,+1.7,+0.07,-0.45,Matches
188,Ridle Baku\Ridle-Baku,de GER,MF,Mainz 05,de Bundesliga,20,1998,15,937,62,30.6,10.4,10,84,5,5,20,9,1.20,6,14,-8,-0.77,-0.64,13.3,15.9,-2.6,-0.25,+0.02,Matches
189,Fabián Balbuena\Fabian-Balbuena,py PAR,DF,West Ham,eng Premier League,26,1991,23,2013,88,58.9,22.4,23,88,22,0,,4,1.35,33,32,+1,+0.04,+0.30,30.9,33.8,-2.9,-0.13,+0.44,Matches
190,Keita Baldé\Keita-Balde,sn SEN,FWMF,Inter,it Serie A,23,1995,24,889,37,26.0,9.9,8,74,1,16,19,7,1.96,16,5,+11,+1.11,+0.65,17.4,9.3,+8.2,+0.83,+0.19,Matches
191,Gareth Bale\Gareth-Bale,wal WAL,FW,Real Madrid,es La Liga,29,1989,29,1786,62,52.2,19.8,21,76,6,8,25,2,1.72,34,23,+11,+0.55,+0.22,32.7,24.1,+8.5,+0.43,+0.03,Matches
192,Mikel Balenziaga\Mikel-Balenziaga,es ESP,DF,Athletic Club,es La Liga,30,1988,11,523,48,15.3,5.8,6,80,4,5,9,18,1.73,5,7,-2,-0.34,-0.28,5.2,8.6,-3.4,-0.59,-0.58,Matches
193,Leonardo Balerdi\Leonardo-Balerdi,ar ARG,DF,Dortmund,de Bundesliga,19,1999,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
194,Andrija Balić\Andrija-Balic,hr CRO,FWMF,Udinese,it Serie A,20,1997,4,27,7,0.8,0.3,0,,0,4,6,8,1.00,0,1,-1,-3.33,-2.99,0.6,0.3,+0.4,+1.21,+1.65,Matches
195,Fodé Ballo-Touré\Fode-Ballo-Toure,sn SEN,DF,Lille,fr Ligue 1,21,1997,18,1593,89,46.6,17.7,18,89,16,0,,0,1.89,29,17,+12,+0.68,-0.46,24.1,22.0,+2.1,+0.12,-0.54,Matches
196,Fodé Ballo-Touré\Fode-Ballo-Toure,sn SEN,DF,Monaco,fr Ligue 1,21,1997,18,1594,89,46.6,17.7,18,89,17,0,,0,1.22,21,26,-5,-0.28,+0.41,25.0,21.6,+3.3,+0.19,+0.27,Matches
197,Florent Balmont\Florent-Balmont,fr FRA,MF,Dijon,fr Ligue 1,38,1980,20,1076,54,31.5,12.0,15,66,4,5,17,8,0.95,9,25,-16,-1.34,-0.84,9.4,21.4,-12.0,-1.00,-0.64,Matches
198,Leon Balogun\Leon-Balogun,ng NGA,DF,Brighton,eng Premier League,30,1988,8,594,74,17.4,6.6,5,91,5,3,47,18,1.25,6,10,-4,-0.61,+0.06,6.3,9.0,-2.7,-0.41,+0.21,Matches
199,Mario Balotelli\Mario-Balotelli,it ITA,FW,Marseille,fr Ligue 1,27,1990,15,933,62,27.3,10.4,12,72,2,3,21,0,1.40,14,14,0,0.00,-0.29,14.1,11.2,+2.8,+0.27,+0.13,Matches
200,Mario Balotelli\Mario-Balotelli,it ITA,FW,Nice,fr Ligue 1,27,1990,10,752,75,22.0,8.4,9,79,2,1,45,0,1.70,5,3,+2,+0.24,+0.48,7.5,11.1,-3.6,-0.43,-0.39,Matches
201,Abdoulaye Bamba\Abdoulaye-Bamba,ci CIV,DF,Angers,fr Ligue 1,28,1990,30,2573,86,75.2,28.6,29,89,27,1,0,4,1.33,36,33,+3,+0.10,+0.95,35.8,35.4,+0.4,+0.01,-0.03,Matches
202,Jonathan Bamba\Jonathan-Bamba,fr FRA,FWMF,Lille,fr Ligue 1,22,1996,38,3004,79,87.8,33.4,35,84,25,3,19,0,1.97,62,29,+33,+0.99,+0.56,51.9,39.1,+12.8,+0.38,-0.18,Matches
203,Sol Bamba\Sol-Bamba,ci CIV,DF,Cardiff City,eng Premier League,33,1985,28,2474,88,72.3,27.5,28,88,27,0,,1,0.89,25,52,-27,-0.98,-0.22,29.0,42.8,-13.8,-0.50,+0.28,Matches
204,Yacine Bammou\Yacine-Bammou,ma MAR,FWMF,Caen,fr Ligue 1,26,1991,17,923,54,27.0,10.3,9,85,6,8,19,5,0.76,9,11,-2,-0.20,+0.63,9.1,13.4,-4.3,-0.42,+0.38,Matches
205,Éver Banega\Ever-Banega,ar ARG,MF,Sevilla,es La Liga,30,1988,32,2667,83,78.0,29.6,32,83,18,0,,0,1.59,51,33,+18,+0.61,+0.97,52.2,33.4,+18.7,+0.63,+0.55,Matches
206,Lass Bangoura\Lass-Bangoura,gn GUI,FWMF,Rayo Vallecano,es La Liga,26,1992,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
207,Mattia Bani\Mattia-Bani,it ITA,DF,Chievo,it Serie A,24,1993,30,2610,87,76.3,29.0,29,89,26,1,37,3,0.60,19,48,-29,-1.00,+1.33,27.6,42.1,-14.5,-0.50,+0.50,Matches
208,Léo Baptistão\Leo-Baptistao,br BRA,FWMF,Espanyol,es La Liga,25,1992,20,1233,62,36.1,13.7,14,79,5,6,22,1,1.15,16,22,-6,-0.44,-0.60,19.1,17.2,+1.9,+0.14,+0.30,Matches
209,Antonín Barák\Antonin-Barak,cz CZE,MFFW,Udinese,it Serie A,23,1994,8,329,41,9.6,3.7,4,73,0,4,10,7,0.88,3,10,-7,-1.91,-1.71,3.1,6.9,-3.9,-1.06,-0.71,Matches
210,Yves Baraye\Yves-Baraye,sn SEN,FWMF,Parma,it Serie A,26,1992,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
211,Federico Barba\Federico-Barba,it ITA,DF,Chievo,it Serie A,24,1993,30,2483,83,72.6,27.6,29,85,26,1,20,2,0.63,17,48,-31,-1.12,+0.70,26.8,40.8,-14.0,-0.51,+0.41,Matches
212,Théo Barbet\Theo-Barbet,fr FRA,DF,Dijon,fr Ligue 1,17,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
213,Danilo Barbosa\Danilo-Barbosa,br BRA,MF,Nice,fr Ligue 1,22,1996,22,1548,70,45.3,17.2,18,82,10,4,20,5,1.55,15,17,-2,-0.12,+0.03,20.3,22.7,-2.4,-0.14,-0.03,Matches
214,Mariano Barbosa\Mariano-Barbosa,ar ARG,GK,Villarreal,es La Liga,34,1984,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
215,Enis Bardhi\Enis-Bardhi,mk MKD,MF,Levante,es La Liga,23,1995,36,2836,79,82.9,31.5,31,86,23,5,32,0,1.14,51,51,0,0.00,+1.08,44.3,54.3,-9.9,-0.31,+0.92,Matches
216,Francesco Bardi\Francesco-Bardi,it ITA,GK,Frosinone,it Serie A,26,1992,3,270,90,7.9,3.0,3,90,3,0,,26,0.33,1,5,-4,-1.33,-0.30,4.4,3.6,+0.8,+0.26,+1.01,Matches
217,Phil Bardsley\Phil-Bardsley,sco SCO,DF,Burnley,eng Premier League,33,1985,19,1670,88,48.8,18.6,19,88,17,0,,12,1.26,22,27,-5,-0.27,+0.66,21.7,28.5,-6.9,-0.37,+0.37,Matches
218,Nicolò Barella\Nicolo-Barella,it ITA,MFFW,Cagliari,it Serie A,21,1997,35,3107,89,90.8,34.5,35,89,30,0,,0,1.06,32,50,-18,-0.52,-0.52,33.6,54.5,-20.9,-0.61,-0.98,Matches
219,Philipp Bargfrede\Philipp-Bargfrede,de GER,MFDF,Werder Bremen,de Bundesliga,29,1989,15,1079,72,35.3,12.0,13,79,5,2,28,1,1.73,19,14,+5,+0.42,+0.24,17.7,15.1,+2.6,+0.22,+0.53,Matches
220,Antonino Barillà\Antonino-Barilla,it ITA,MF,Parma,it Serie A,30,1988,31,2618,84,76.5,29.1,30,87,23,1,15,3,1.19,33,40,-7,-0.24,+1.22,30.5,49.6,-19.1,-0.66,+0.21,Matches
221,Ross Barkley\Ross-Barkley,eng ENG,MF,Chelsea,eng Premier League,24,1993,27,1245,46,36.4,13.8,13,75,3,14,19,9,2.00,28,13,+15,+1.08,+0.71,24.3,11.2,+13.1,+0.95,+0.52,Matches
222,Aymen Barkok\Aymen-Barkok,ma MAR,MF,Düsseldorf,de Bundesliga,20,1998,12,510,43,16.7,5.7,4,80,2,8,24,6,1.00,8,16,-8,-1.41,-1.13,5.8,12.4,-6.7,-1.18,-0.94,Matches
223,Ashley Barnes\Ashley-Barnes,eng ENG,FW,Burnley,eng Premier League,28,1989,37,2388,65,69.8,26.5,26,85,16,11,17,1,1.00,35,41,-6,-0.23,+1.26,32.5,38.7,-6.2,-0.23,+1.07,Matches
224,Harvey Barnes\Harvey-Barnes,eng ENG,FWMF,Leicester City,eng Premier League,20,1997,16,1004,63,29.4,11.2,11,79,3,5,27,1,1.25,19,16,+3,+0.27,+0.27,19.2,11.1,+8.1,+0.73,+0.78,Matches
225,Antonio Barragán\Antonio-Barragan,es ESP,DFMF,Betis,es La Liga,31,1987,14,934,67,27.3,10.4,12,76,7,2,10,7,1.21,9,16,-7,-0.67,-0.64,10.7,12.5,-1.8,-0.18,-0.31,Matches
226,Antonio Barreca\Antonio-Barreca,it ITA,DF,Newcastle Utd,eng Premier League,23,1995,1,5,5,0.1,0.1,0,,0,1,4,2,0.00,0,0,0,0.00,+0.16,0.0,0.4,-0.4,-7.23,-6.88,Matches
227,Antonio Barreca\Antonio-Barreca,it ITA,DF,Monaco,fr Ligue 1,23,1995,7,593,85,17.3,6.6,7,85,4,0,,2,0.86,9,9,0,0.00,+0.60,11.4,7.9,+3.5,+0.53,+0.59,Matches
228,Leandro Barreiro Martins\Leandro-Barreiro-Martins,lu LUX,MF,Mainz 05,de Bundesliga,18,2000,1,90,90,2.9,1.0,1,90,1,0,,2,0.00,1,5,-4,-4.00,-3.79,1.7,2.7,-1.0,-1.05,-0.81,Matches
229,Ander Barrenetxea\Ander-Barrenetxea,es ESP,FWMF,Real Sociedad,es La Liga,16,2001,9,399,44,11.7,4.4,5,73,0,4,9,3,1.44,8,5,+3,+0.68,+0.80,6.3,3.3,+3.0,+0.69,+0.70,Matches
230,Édgar Barreto\Edgar-Barreto,py PAR,MF,Sampdoria,it Serie A,34,1984,12,785,65,23.0,8.7,9,79,7,3,23,5,1.58,12,7,+5,+0.57,+0.44,10.3,10.5,-0.2,-0.02,+0.07,Matches
231,Musa Barrow\Musa-Barrow,gm GAM,FWMF,Atalanta,it Serie A,19,1998,22,601,27,17.6,6.7,6,61,0,16,15,13,1.41,14,8,+6,+0.90,+0.10,13.0,6.3,+6.7,+1.01,+0.41,Matches
232,Fin Bartels\Fin-Bartels,de GER,FW,Werder Bremen,de Bundesliga,31,1987,2,23,12,0.8,0.3,0,,0,2,11,0,3.00,2,1,+1,+3.91,+3.68,0.6,0.6,0.0,+0.16,+0.28,Matches
233,Marc Bartra\Marc-Bartra,es ESP,DF,Betis,es La Liga,27,1991,33,2928,89,85.6,32.5,33,89,31,0,,4,1.42,38,43,-5,-0.15,+0.40,44.1,39.9,+4.2,+0.13,+0.58,Matches
234,Andrea Barzagli\Andrea-Barzagli,it ITA,DF,Juventus,it Serie A,37,1981,7,260,37,7.6,2.9,4,63,0,3,3,17,2.29,5,3,+2,+0.69,-0.39,3.2,3.3,-0.1,-0.03,-0.66,Matches
235,Daniele Baselli\Daniele-Baselli,it ITA,MF,Torino,it Serie A,26,1992,34,2379,70,69.6,26.4,27,83,10,7,21,1,1.65,37,27,+10,+0.38,-0.05,34.3,31.4,+2.8,+0.11,+0.22,Matches
236,Toma Bašić\Toma-Basic,hr CRO,MF,Bordeaux,fr Ligue 1,21,1996,23,1333,58,39.0,14.8,16,75,6,7,18,8,0.78,11,18,-7,-0.47,-0.43,14.4,22.5,-8.1,-0.55,-0.34,Matches
