,,,,,,,,Playing Time,,,,,Starts,,,Subs,,,Team Success,,,,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Matches
2464,Robin Quaison\Robin-Quaison,se SWE,MFFW,Mainz 05,de Bundesliga,22,1993,11,482,44,15.8,5.4,6,,1,5,,1,1.00,5,9,-4,-0.75,-0.50,Matches
2465,Robin Quaison\Robin-Quaison,se SWE,FWMF,Palermo,it Serie A,22,1993,17,1079,63,31.5,12.0,11,,7,6,,0,0.35,11,19,-8,-0.67,+0.72,Matches
2466,Domingos Quina\Domingos-Quina,pt POR,MF,West Ham,eng Premier League,16,1999,0,,,,,0,,0,0,,12,,,,,,,Matches
2467,Dani Raba\Dani-Raba,es ESP,FWMF,Villarreal,es La Liga,20,1995,0,,,,,0,,0,0,,1,,,,,,,Matches
2468,Mohamed Rabbas\Mohamed-Rabbas,ma MAR,MF,Chievo,it Serie A,16,1999,0,,,,,0,,0,0,,3,,,,,,,Matches
2469,Antoine Rabillard\Antoine-Rabillard,fr FRA,FW,Marseille,fr Ligue 1,20,1995,2,16,8,0.5,0.2,0,,0,2,,3,1.50,0,0,0,0.00,-0.42,Matches
2470,Adrien Rabiot\Adrien-Rabiot,fr FRA,MF,Paris S-G,fr Ligue 1,21,1995,27,1935,72,56.6,21.5,20,,18,7,,1,2.37,53,13,+40,+1.86,+0.89,Matches
2471,Nemanja Radoja\Nemanja-Radoja,rs SRB,MF,Celta Vigo,es La Liga,23,1993,31,2419,78,70.7,26.9,27,,21,4,,0,1.42,45,45,0,0.00,+1.44,Matches
2472,Ivan Radovanović\Ivan-Radovanovic,rs SRB,MF,Chievo,it Serie A,27,1988,35,2894,83,84.6,32.2,32,,31,3,,1,1.14,38,54,-16,-0.50,-0.16,Matches
2473,Ionuț Radu\Ionut-Radu,ro ROU,GK,Inter,it Serie A,19,1997,0,,,,,0,,0,0,,3,,,,,,,Matches
2474,Ștefan Radu\Stefan-Radu,ro ROU,DF,Lazio,it Serie A,29,1986,29,2405,83,70.3,26.7,29,,20,0,,3,1.76,36,29,+7,+0.26,-1.16,Matches
2475,Rafael\Rafael,br BRA,DFMF,Lyon,fr Ligue 1,26,1990,27,2149,80,62.8,23.9,25,,21,2,,2,1.56,46,32,+14,+0.59,-0.48,Matches
2476,Rafael\Rafael,br BRA,GK,Cagliari,it Serie A,34,1982,21,1802,86,52.7,20.0,19,,18,2,,17,1.38,34,32,+2,+0.10,+1.38,Matches
2477,Juan Rafael Fuentes\Juan-Rafael-Fuentes,es ESP,DF,Osasuna,es La Liga,26,1990,17,1278,75,37.4,14.2,16,,11,1,,10,0.65,18,39,-21,-1.48,-0.09,Matches
2478,Albert Rafetraniaina\Albert-Rafetraniaina,mg MAD,DFMF,Nice,fr Ligue 1,19,1996,0,,,,,0,,0,0,,1,,,,,,,Matches
2479,Raffael\Raffael,br BRA,FW,M'Gladbach,de Bundesliga,31,1985,20,1497,75,48.9,16.6,18,,9,2,,0,1.45,25,23,+2,+0.12,+0.47,Matches
2480,Rafinha\Rafinha,br BRA,DF,Bayern Munich,de Bundesliga,30,1985,20,1029,51,33.6,11.4,10,,8,10,,13,2.10,25,8,+17,+1.49,-0.73,Matches
2481,Rafinha\Rafinha,br BRA,MF,Barcelona,es La Liga,23,1993,18,1072,60,31.3,11.9,14,,6,4,,3,2.72,42,10,+32,+2.69,+0.89,Matches
2482,Andrea Raggi\Andrea-Raggi,it ITA,DF,Monaco,fr Ligue 1,32,1984,14,966,69,28.2,10.7,11,,8,3,,18,2.43,34,9,+25,+2.33,+0.46,Matches
2483,Antonino Ragusa\Antonino-Ragusa,it ITA,FWMF,Sassuolo,it Serie A,26,1990,25,1436,57,42.0,16.0,16,,10,9,,10,1.08,24,18,+6,+0.38,+0.88,Matches
2484,Baba Rahman\Baba-Rahman,gh GHA,DFMF,Schalke 04,de Bundesliga,22,1994,13,712,55,23.3,7.9,7,,7,6,,3,1.08,5,14,-9,-1.14,-1.67,Matches
2485,Cristian Raimondi\Cristian-Raimondi,it ITA,MFDF,Atalanta,it Serie A,35,1981,7,283,40,8.3,3.1,3,,2,4,,28,2.00,6,7,-1,-0.32,-0.95,Matches
2486,Slobodan Rajković\Slobodan-Rajkovic,rs SRB,DF,Palermo,it Serie A,27,1989,4,298,75,8.7,3.3,4,,2,0,,1,0.25,1,7,-6,-1.81,-0.72,Matches
2487,Ivan Rakitić\Ivan-Rakitic,hr CRO,MF,Barcelona,es La Liga,28,1988,32,2343,73,68.5,26.0,26,,16,6,,4,2.50,85,24,+61,+2.34,+0.84,Matches
2488,André Ramalho\Andre-Ramalho,br BRA,MFDF,Mainz 05,de Bundesliga,24,1992,18,1135,63,37.1,12.6,12,,8,6,,5,0.89,17,15,+2,+0.16,+0.77,Matches
2489,Adil Rami\Adil-Rami,fr FRA,DF,Sevilla,es La Liga,30,1985,21,1783,85,52.1,19.8,21,,19,0,,4,1.86,34,20,+14,+0.71,+0.38,Matches
2490,Benito Ramírez\Benito-Ramirez,es ESP,MF,Las Palmas,es La Liga,21,1995,2,18,9,0.5,0.2,0,,0,2,,1,1.00,0,0,0,0.00,+0.56,Matches
2491,Gastón Ramírez\Gaston-Ramirez,uy URU,MFFW,Middlesbrough,eng Premier League,25,1990,24,1540,64,45.0,17.1,20,,5,4,,0,0.83,14,20,-6,-0.35,+0.61,Matches
2492,Sandro Ramírez\Sandro-Ramirez,es ESP,FW,Málaga,es La Liga,21,1995,30,2300,77,67.3,25.6,28,,17,2,,0,1.33,38,34,+4,+0.16,+0.96,Matches
2493,Toño Ramírez\Tono-Ramirez,es ESP,GK,Real Sociedad,es La Liga,29,1986,0,,,,,0,,0,0,,33,,,,,,,Matches
2494,Iván Ramis\Ivan-Ramis,es ESP,DF,Eibar,es La Liga,31,1984,22,1716,78,50.2,19.1,20,,14,2,,3,1.68,36,21,+15,+0.79,+1.31,Matches
2495,Adrián Ramos\Adrian-Ramos,co COL,FW,Dortmund,de Bundesliga,30,1986,7,357,51,11.7,4.0,4,,3,3,,5,1.29,11,5,+6,+1.51,+0.65,Matches
2496,Adrián Ramos\Adrian-Ramos,co COL,FW,Granada,es La Liga,30,1986,14,1126,80,32.9,12.5,13,,9,1,,0,0.64,11,26,-15,-1.20,+0.25,Matches
2497,Omar Ramos\Omar-Ramos,es ESP,MF,Leganés,es La Liga,28,1988,15,967,64,28.3,10.7,11,,4,4,,1,0.67,9,17,-8,-0.74,-0.34,Matches
2498,Sergio Ramos\Sergio-Ramos,es ESP,DF,Real Madrid,es La Liga,30,1986,28,2488,89,72.7,27.6,28,,26,0,,1,2.32,70,34,+36,+1.30,-1.50,Matches
2499,Aaron Ramsdale\Aaron-Ramsdale,eng ENG,GK,Bournemouth,eng Premier League,18,1998,0,,,,,0,,0,0,,1,,,,,,,Matches
2500,Aaron Ramsey\Aaron-Ramsey,wal WAL,MF,Arsenal,eng Premier League,25,1990,23,1236,54,36.1,13.7,13,,10,10,,1,2.09,30,20,+10,+0.73,-0.22,Matches
2501,Connor Randall\Connor-Randall,eng ENG,DF,Liverpool,eng Premier League,20,1995,0,,,,,0,,0,0,,1,,,,,,,Matches
2502,Darren Randolph\Darren-Randolph,ie IRL,GK,West Ham,eng Premier League,29,1987,22,1980,90,57.9,22.0,22,,22,0,,14,1.18,33,39,-6,-0.27,+0.41,Matches
2503,Iu Ranera\Iu-Ranera,es ESP,MF,Leganés,es La Liga,21,1995,0,,,,,0,,0,0,,2,,,,,,,Matches
2504,Àngel Rangel\Angel-Rangel,es ESP,DF,Swansea City,eng Premier League,33,1982,18,831,46,24.3,9.2,8,,7,10,,9,1.22,12,24,-12,-1.30,-0.85,Matches
2505,Andrea Ranocchia\Andrea-Ranocchia,it ITA,DF,Hull City,eng Premier League,28,1988,16,1330,83,38.9,14.8,15,,14,1,,0,1.13,17,31,-14,-0.95,+0.30,Matches
2506,Andrea Ranocchia\Andrea-Ranocchia,it ITA,DF,Inter,it Serie A,28,1988,5,379,76,11.1,4.2,5,,4,0,,15,1.40,5,8,-3,-0.71,-1.48,Matches
2507,Marcus Rashford\Marcus-Rashford,eng ENG,FWMF,Manchester Utd,eng Premier League,18,1997,32,1710,53,50.0,19.0,16,,8,16,,5,1.66,25,15,+10,+0.53,-0.26,Matches
2508,Florian Raspentino\Florian-Raspentino,fr FRA,FW,Bastia,fr Ligue 1,27,1989,9,282,31,8.2,3.1,3,,1,6,,12,0.89,0,6,-6,-1.91,-1.37,Matches
2509,Konstantin Rausch\Konstantin-Rausch,ru RUS,MFDF,Köln,de Bundesliga,26,1990,28,1932,69,63.1,21.5,23,,14,5,,1,1.36,25,26,-1,-0.05,-0.84,Matches
2510,Federico Ravaglia\Federico-Ravaglia,it ITA,GK,Bologna,it Serie A,16,1999,0,,,,,0,,0,0,,11,,,,,,,Matches
2511,Luca Ravanelli\Luca-Ravanelli,it ITA,DF,Sassuolo,it Serie A,19,1997,0,,,,,0,,0,0,,1,,,,,,,Matches
2512,Adam Reach\Adam-Reach,eng ENG,DFFW,Middlesbrough,eng Premier League,23,1993,0,,,,,0,,0,0,,1,,,,,,,Matches
2513,Ante Rebić\Ante-Rebic,hr CRO,MFFW,Eint Frankfurt,de Bundesliga,22,1993,24,1405,59,45.9,15.6,16,,7,8,,3,1.00,13,27,-14,-0.90,-1.28,Matches
2514,Recio\Recio,es ESP,MF,Málaga,es La Liga,25,1991,18,1349,75,39.4,15.0,16,,10,2,,2,1.22,20,20,0,0.00,+0.26,Matches
2515,Nathan Redmond\Nathan-Redmond,eng ENG,FWMF,Southampton,eng Premier League,22,1994,37,2899,78,84.8,32.2,32,,20,5,,0,1.24,37,38,-1,-0.03,+1.01,Matches
2516,Harrison Reed\Harrison-Reed,eng ENG,MF,Southampton,eng Premier League,21,1995,3,64,21,1.9,0.7,1,,0,2,,8,2.33,1,1,0,0.00,+0.19,Matches
2517,Fabian Reese\Fabian-Reese,de GER,FW,Schalke 04,de Bundesliga,18,1997,3,74,25,2.4,0.8,1,,0,2,,1,0.33,1,1,0,0.00,-0.15,Matches
2518,Yanni Regäsel\Yanni-Regasel,de GER,DF,Eint Frankfurt,de Bundesliga,20,1996,0,,,,,0,,0,0,,5,,,,,,,Matches
2519,Vasco Regini\Vasco-Regini,it ITA,DF,Sampdoria,it Serie A,25,1990,34,2784,82,81.4,30.9,30,,29,4,,3,1.26,37,46,-9,-0.29,-0.72,Matches
2520,Winston Reid\Winston-Reid,nz NZL,DF,West Ham,eng Premier League,28,1988,30,2587,86,75.6,28.7,30,,26,0,,0,1.20,34,47,-13,-0.45,-0.02,Matches
2521,Pepe Reina\Pepe-Reina,es ESP,GK,Napoli,it Serie A,33,1982,37,3330,90,97.4,37.0,37,,37,0,,1,2.30,93,38,+55,+1.49,+1.49,Matches
2522,Alberto Reinaudo\Alberto-Reinaudo,it ITA,GK,Torino,it Serie A,18,1998,0,,,,,0,,0,0,,1,,,,,,,Matches
2523,Jeff Reine-Adélaïde\Jeff-Reine-Adelaide,fr FRA,FWMF,Arsenal,eng Premier League,18,1998,0,,,,,0,,0,0,,7,,,,,,,Matches
2524,Karim Rekik\Karim-Rekik,nl NED,DF,Marseille,fr Ligue 1,21,1994,10,761,76,22.3,8.5,8,,6,2,,18,1.10,11,17,-6,-0.71,-1.45,Matches
2525,Martin Remacle\Martin-Remacle,be BEL,MF,Torino,it Serie A,19,1997,0,,,,,0,,0,0,,1,,,,,,,Matches
2526,Álex Remiro\Alex-Remiro,es ESP,GK,Athletic Club,es La Liga,21,1995,0,,,,,0,,0,0,,6,,,,,,,Matches
2527,Loïc Rémy\Loic-Remy,fr FRA,FW,Crystal Palace,eng Premier League,29,1987,5,134,27,3.9,1.5,1,,0,4,,2,0.00,0,3,-3,-2.01,-1.74,Matches
2528,William Rémy\William-Remy,fr FRA,DFMF,Montpellier,fr Ligue 1,25,1991,15,946,63,27.7,10.5,8,,6,7,,7,0.87,12,19,-7,-0.67,-0.27,Matches
2529,Francesco Renzetti\Francesco-Renzetti,it ITA,DF,Genoa,it Serie A,28,1988,0,,,,,0,,0,0,,2,,,,,,,Matches
2530,Paul Reulet\Paul-Reulet,fr FRA,GK,Caen,fr Ligue 1,22,1994,3,197,66,5.8,2.2,2,,2,1,,7,0.67,6,8,-2,-0.91,-0.16,Matches
2531,Marco Reus\Marco-Reus,de GER,FWMF,Dortmund,de Bundesliga,27,1989,17,1180,69,38.6,13.1,16,,5,1,,0,2.06,28,16,+12,+0.92,-0.04,Matches
2532,Diego Reyes\Diego-Reyes,mx MEX,DF,Espanyol,es La Liga,23,1992,34,2893,85,84.6,32.1,32,,32,2,,2,1.59,40,36,+4,+0.12,+0.98,Matches
2533,Tomás Reymão\Tomas-Reymao,pt POR,MF,Fiorentina,it Serie A,18,1998,0,,,,,0,,0,0,,2,,,,,,,Matches
2534,Baptiste Reynet\Baptiste-Reynet,fr FRA,GK,Dijon,fr Ligue 1,25,1990,37,3330,90,97.4,37.0,37,,37,0,,0,0.97,46,58,-12,-0.32,-0.32,Matches
2535,Jordan Rhodes\Jordan-Rhodes,sco SCO,FW,Middlesbrough,eng Premier League,26,1990,6,211,35,6.2,2.3,2,,1,4,,8,0.67,2,2,0,0.00,+0.73,Matches
2536,Anthony Ribelin\Anthony-Ribelin,fr FRA,MF,Rennes,fr Ligue 1,20,1996,0,,,,,0,,0,0,,2,,,,,,,Matches
2537,Franck Ribéry\Franck-Ribery,fr FRA,MFFW,Bayern Munich,de Bundesliga,33,1983,22,1239,56,40.5,13.8,14,,5,8,,3,2.64,40,9,+31,+2.25,+0.47,Matches
2538,Federico Ricca\Federico-Ricca,uy URU,DF,Málaga,es La Liga,21,1994,21,1619,77,47.3,18.0,19,,14,2,,2,1.57,24,27,-3,-0.17,-0.02,Matches
2539,Federico Ricci\Federico-Ricci,it ITA,FWMF,Roma,it Serie A,22,1994,0,,,,,0,,0,0,,2,,,,,,,Matches
2540,Federico Ricci\Federico-Ricci,it ITA,FW,Sassuolo,it Serie A,22,1994,24,1069,45,31.3,11.9,10,,5,14,,7,1.21,18,16,+2,+0.17,+0.44,Matches
2541,Declan Rice\Declan-Rice,eng ENG,DFMF,West Ham,eng Premier League,17,1999,1,1,1,0.0,0.0,0,,0,1,,5,3.00,0,0,0,0.00,+0.45,Matches
2542,Diego Rico\Diego-Rico,es ESP,DF,Leganés,es La Liga,23,1993,25,2215,89,64.8,24.6,25,,22,0,,4,1.16,29,37,-8,-0.33,+0.50,Matches
2543,Fran Rico\Fran-Rico,es ESP,MF,Eibar,es La Liga,28,1987,17,1228,72,35.9,13.6,13,,11,4,,1,1.41,18,20,-2,-0.15,-0.43,Matches
2544,Fran Rico\Fran-Rico,es ESP,MF,Granada,es La Liga,28,1987,0,,,,,0,,0,0,,1,,,,,,,Matches
2545,Mikel Rico\Mikel-Rico,es ESP,MF,Athletic Club,es La Liga,31,1984,18,494,27,14.4,5.5,4,,3,14,,11,1.72,3,6,-3,-0.55,-0.95,Matches
2546,Sergio Rico\Sergio-Rico,es ESP,GK,Sevilla,es La Liga,22,1993,35,3150,90,92.1,35.0,35,,35,0,,3,1.94,62,45,+17,+0.49,-0.51,Matches
2547,Tim Rieder\Tim-Rieder,de GER,MF,Augsburg,de Bundesliga,22,1993,5,216,43,7.1,2.4,2,,2,3,,7,0.40,0,11,-11,-4.58,-4.43,Matches
2548,Oriol Riera\Oriol-Riera,es ESP,FW,Osasuna,es La Liga,30,1986,22,1455,66,42.5,16.2,18,,7,4,,8,0.45,18,39,-21,-1.30,+0.21,Matches
2549,Asier Riesgo\Asier-Riesgo,es ESP,GK,Eibar,es La Liga,32,1983,16,1250,78,36.5,13.9,16,,13,0,,11,1.50,21,19,+2,+0.14,+0.02,Matches
2550,Sascha Riether\Sascha-Riether,de GER,DF,Schalke 04,de Bundesliga,33,1983,5,286,57,9.3,3.2,3,,3,2,,8,1.00,3,6,-3,-0.94,-1.20,Matches
2551,Luca Rigoni\Luca-Rigoni,it ITA,MFFW,Genoa,it Serie A,31,1984,31,2350,76,68.7,26.1,29,,17,2,,3,1.13,21,41,-20,-0.77,-0.26,Matches
2552,Nicola Rigoni\Nicola-Rigoni,it ITA,MF,Chievo,it Serie A,25,1990,12,505,42,14.8,5.6,5,,3,7,,13,1.92,6,6,0,0.00,+0.56,Matches
2553,Tomás Rincón\Tomas-Rincon,ve VEN,MF,Juventus,it Serie A,28,1988,13,309,24,9.0,3.4,2,,1,11,,8,2.31,3,2,+1,+0.29,-1.13,Matches
2554,Tomás Rincón\Tomas-Rincon,ve VEN,MF,Genoa,it Serie A,28,1988,16,1390,87,40.6,15.4,16,,13,0,,0,1.25,16,18,-2,-0.13,+0.93,Matches
2555,Rémy Riou\Remy-Riou,fr FRA,GK,Nantes,fr Ligue 1,28,1987,22,1980,90,57.9,22.0,22,,22,0,,10,1.09,20,34,-14,-0.64,-0.64,Matches
2556,Birk Risa\Birk-Risa,no NOR,DFFW,Köln,de Bundesliga,18,1998,0,,,,,0,,0,0,,1,,,,,,,Matches
2557,Andrea Rispoli\Andrea-Rispoli,it ITA,MFDF,Palermo,it Serie A,27,1988,32,2684,84,78.5,29.8,30,,26,2,,3,0.75,29,59,-30,-1.01,+0.71,Matches
2558,Marcel Risse\Marcel-Risse,de GER,MF,Köln,de Bundesliga,26,1989,13,1102,85,36.0,12.2,13,,11,0,,0,1.69,17,9,+8,+0.65,+0.61,Matches
2559,Rigoberto Rivas\Rigoberto-Rivas,hn HON,MF,Inter,it Serie A,18,1998,0,,,,,0,,0,0,,1,,,,,,,Matches
2560,Cristian Rivera\Cristian-Rivera,es ESP,MF,Eibar,es La Liga,19,1997,17,731,43,21.4,8.1,6,,5,11,,7,1.41,10,11,-1,-0.12,-0.32,Matches
2561,Emmanuel Rivière\Emmanuel-Riviere,fr FRA,FWMF,Osasuna,es La Liga,26,1990,15,800,53,23.4,8.9,8,,4,7,,8,0.33,6,25,-19,-2.14,-0.94,Matches
2562,Yohann Rivière\Yohann-Riviere,fr FRA,FW,Dijon,fr Ligue 1,31,1984,14,152,11,4.4,1.7,1,,0,13,,12,0.71,3,2,+1,+0.59,+0.95,Matches
2563,Jonathan Rivierez\Jonathan-Rivierez,fr FRA,DF,Metz,fr Ligue 1,27,1989,16,1252,78,36.6,13.9,14,,13,2,,16,1.25,15,26,-11,-0.79,+0.12,Matches
2564,Luca Rizzo\Luca-Rizzo,it ITA,FW,Bologna,it Serie A,24,1992,12,456,38,13.3,5.1,4,,0,8,,16,0.83,6,16,-10,-1.97,-1.73,Matches
2565,Gaëtan Robail\Gaetan-Robail,fr FRA,FWMF,Paris S-G,fr Ligue 1,22,1994,0,,,,,0,,0,0,,2,,,,,,,Matches
2566,Arjen Robben\Arjen-Robben,nl NED,MFFW,Bayern Munich,de Bundesliga,32,1984,26,1825,70,59.6,20.3,21,,12,5,,4,2.35,65,17,+48,+2.37,+0.98,Matches
2567,Roberto\Roberto,es ESP,GK,Espanyol,es La Liga,30,1986,4,310,78,9.1,3.4,3,,3,1,,28,0.50,8,12,-4,-1.16,-1.25,Matches
2568,Sergi Roberto\Sergi-Roberto,es ESP,DF,Barcelona,es La Liga,24,1992,32,2385,75,69.7,26.5,26,,21,6,,2,2.34,66,27,+39,+1.47,-2.01,Matches
2569,Connor Roberts\Connor-Roberts,wal WAL,DFMF,Swansea City,eng Premier League,20,1995,0,,,,,0,,0,0,,2,,,,,,,Matches
2570,Andrew Robertson\Andrew-Robertson,sco SCO,DFMF,Hull City,eng Premier League,22,1994,33,2736,83,80.0,30.4,31,,29,2,,1,0.94,32,59,-27,-0.89,+1.22,Matches
2571,Antony Robic\Antony-Robic,fr FRA,FWMF,Nancy,fr Ligue 1,30,1986,24,1162,48,34.0,12.9,13,,5,11,,3,0.83,2,20,-18,-1.39,-1.19,Matches
2572,Paul Robinson\Paul-Robinson,eng ENG,GK,Burnley,eng Premier League,36,1979,3,270,90,7.9,3.0,3,,3,0,,27,0.00,3,7,-4,-1.33,-0.99,Matches
2573,Joel Robles\Joel-Robles,es ESP,GK,Everton,eng Premier League,26,1990,20,1737,87,50.8,19.3,19,,19,1,,18,2.00,43,20,+23,+1.19,+1.46,Matches
2574,Ethan Robson\Ethan-Robson,eng ENG,MF,Sunderland,eng Premier League,19,1996,0,,,,,0,,0,0,,2,,,,,,,Matches
2575,Josh Robson\Josh-Robson,eng ENG,FW,Sunderland,eng Premier League,18,1998,0,,,,,0,,0,0,,1,,,,,,,Matches
2576,Thomas Robson\Thomas-Robson,eng ENG,DFMF,Sunderland,eng Premier League,20,1995,0,,,,,0,,0,0,,2,,,,,,,Matches
2577,Hal Robson-Kanu\Hal-Robson-Kanu,wal WAL,FW,West Brom,eng Premier League,27,1989,29,701,24,20.5,7.8,5,,1,24,,3,1.24,10,13,-3,-0.39,-0.22,Matches
2578,Marc Roca\Marc-Roca,es ESP,MF,Espanyol,es La Liga,19,1996,25,1329,53,38.9,14.8,14,,6,11,,9,1.80,17,19,-2,-0.14,-0.18,Matches
2579,Kenny Rocha Santos\Kenny-Rocha-Santos,cv CPV,MF,Saint-Étienne,fr Ligue 1,16,2000,3,61,20,1.8,0.7,1,,0,2,,3,0.00,0,3,-3,-4.43,-4.48,Matches
2580,Jean Carlos Silva Rocha\Jean-Carlos-Silva-Rocha,br BRA,FW,Granada,es La Liga,20,1996,0,,,,,0,,0,0,,1,,,,,,,Matches
2581,Sebastian Rode\Sebastian-Rode,de GER,MF,Dortmund,de Bundesliga,25,1990,14,581,42,19.0,6.5,5,,2,9,,2,1.57,14,9,+5,+0.77,-0.21,Matches
2582,Ronny Rodelin\Ronny-Rodelin,fr FRA,MFFW,Caen,fr Ligue 1,26,1989,37,2955,80,86.4,32.8,31,,24,6,,0,1.00,32,57,-25,-0.76,+0.01,Matches
2583,Rodri\Rodri,es ESP,MF,Villarreal,es La Liga,20,1996,23,862,37,25.2,9.6,8,,7,15,,11,2.04,15,12,+3,+0.31,-0.39,Matches
2584,Rodrigo\Rodrigo,es ESP,FWMF,Valencia,es La Liga,25,1991,19,1382,73,40.4,15.4,17,,6,2,,0,1.00,25,29,-4,-0.26,-0.04,Matches
2585,Kévin Rodrigues\Kevin-Rodrigues,pt POR,DF,Real Sociedad,es La Liga,22,1994,2,105,53,3.1,1.2,1,,1,1,,7,1.50,0,3,-3,-2.57,-2.82,Matches
2586,Gonzalo Rodríguez\Gonzalo-Rodriguez,ar ARG,DF,Fiorentina,it Serie A,32,1984,26,2205,85,64.5,24.5,26,,21,0,,2,1.54,35,30,+5,+0.20,+0.13,Matches
2587,James Rodríguez\James-Rodriguez,co COL,MFFW,Real Madrid,es La Liga,25,1991,22,1179,54,34.5,13.1,13,,5,9,,9,2.55,42,16,+26,+1.98,+0.42,Matches
2588,Jay Rodriguez\Jay-Rodriguez,eng ENG,FW,Southampton,eng Premier League,27,1989,24,892,37,26.1,9.9,9,,3,15,,7,1.00,13,15,-2,-0.20,-0.02,Matches
2589,José Rodríguez\Jose-Rodriguez,es ESP,MF,Mainz 05,de Bundesliga,21,1994,2,6,3,0.2,0.1,0,,0,2,,2,3.00,0,0,0,0.00,+0.32,Matches
2590,José Rodríguez\Jose-Rodriguez,es ESP,MF,Málaga,es La Liga,21,1994,6,447,75,13.1,5.0,6,,1,0,,6,0.83,5,7,-2,-0.40,-0.28,Matches
2591,Juan Rodríguez\Juan-Rodriguez,es ESP,DF,Sporting Gijón,es La Liga,21,1995,4,234,59,6.8,2.6,2,,2,2,,6,0.50,2,7,-5,-1.92,-1.22,Matches
2592,Ricardo Rodríguez\Ricardo-Rodriguez,ch SUI,DF,Wolfsburg,de Bundesliga,23,1992,24,2018,84,65.9,22.4,23,,21,1,,1,0.96,19,37,-18,-0.80,-0.80,Matches
2593,Víctor Rodríguez\Victor-Rodriguez,es ESP,MF,Sporting Gijón,es La Liga,27,1989,25,1403,56,41.0,15.6,15,,6,10,,8,0.56,14,31,-17,-1.09,-0.51,Matches
2594,Jack Rodwell\Jack-Rodwell,eng ENG,MF,Sunderland,eng Premier League,25,1991,20,1492,75,43.6,16.6,17,,13,3,,5,0.40,12,32,-20,-1.21,-0.27,Matches
2595,Davy Roef\Davy-Roef,be BEL,GK,La Coruña,es La Liga,22,1994,1,90,90,2.6,1.0,1,,1,0,,0,3.00,3,0,+3,+3.00,+3.57,Matches
2596,Marko Rog\Marko-Rog,hr CRO,MF,Napoli,it Serie A,21,1995,15,387,26,11.3,4.3,2,,1,13,,21,2.87,10,3,+7,+1.63,+0.20,Matches
2597,Roger\Roger,br BRA,MFDF,Ingolstadt 04,de Bundesliga,30,1985,30,2281,76,74.5,25.3,26,,18,4,,3,1.03,26,44,-18,-0.71,-0.36,Matches
2598,Marcus Rohdén\Marcus-Rohden,se SWE,MF,Crotone,it Serie A,25,1991,34,2448,72,71.6,27.2,30,,15,4,,0,1.00,27,37,-10,-0.37,+0.93,Matches
2599,Marcos Rojo\Marcos-Rojo,ar ARG,DF,Manchester Utd,eng Premier League,26,1990,21,1663,79,48.6,18.5,18,,17,3,,3,2.00,29,13,+16,+0.87,+0.40,Matches
2600,Diego Rolán\Diego-Rolan,uy URU,FW,Bordeaux,fr Ligue 1,23,1993,29,1763,61,51.5,19.6,19,,9,10,,2,1.48,26,20,+6,+0.31,+0.09,Matches
2601,Rolando\Rolando,pt POR,DF,Marseille,fr Ligue 1,30,1985,30,2618,87,76.5,29.1,29,,29,1,,6,1.70,46,32,+14,+0.48,+0.26,Matches
2602,Alessio Romagnoli\Alessio-Romagnoli,it ITA,DF,Milan,it Serie A,21,1995,27,2369,88,69.3,26.3,27,,25,0,,1,1.78,40,27,+13,+0.49,+0.58,Matches
2603,Andrea Romagnoli\Andrea-Romagnoli,it ITA,GK,Roma,it Serie A,18,1998,0,,,,,0,,0,0,,1,,,,,,,Matches
2604,Jaime Romero\Jaime-Romero,es ESP,MFFW,Osasuna,es La Liga,26,1990,19,911,48,26.6,10.1,8,,5,11,,8,0.37,11,26,-15,-1.48,-0.08,Matches
2605,Óscar Romero\Oscar-Romero,py PAR,MF,Alavés,es La Liga,24,1992,13,540,42,15.8,6.0,4,,2,9,,5,1.38,11,13,-2,-0.33,-0.33,Matches
2606,Sergio Romero\Sergio-Romero,ar ARG,GK,Manchester Utd,eng Premier League,29,1987,2,180,90,5.3,2.0,2,,2,0,,35,2.00,3,0,+3,+1.50,+0.89,Matches
2607,Oriol Romeu\Oriol-Romeu,es ESP,MF,Southampton,eng Premier League,24,1991,35,3071,88,89.8,34.1,35,,34,0,,0,1.14,37,42,-5,-0.15,+0.37,Matches
2608,Jorris Romil\Jorris-Romil,GPE,FW,Bordeaux,fr Ligue 1,21,1994,0,,,,,0,,0,0,,2,,,,,,,Matches
2609,Cristiano Ronaldo\Cristiano-Ronaldo,pt POR,FW,Real Madrid,es La Liga,31,1985,29,2537,87,74.2,28.2,29,,24,0,,0,2.28,74,29,+45,+1.60,-0.44,Matches
2610,Facundo Roncaglia\Facundo-Roncaglia,ar ARG,DF,Celta Vigo,es La Liga,29,1987,32,2719,85,79.5,30.2,30,,28,2,,2,1.09,41,52,-11,-0.36,+0.28,Matches
2611,Salomón Rondón\Salomon-Rondon,ve VEN,FW,West Brom,eng Premier League,26,1989,38,2891,76,84.5,32.1,32,,21,6,,0,1.18,37,44,-7,-0.22,-0.05,Matches
2612,Valentin Rongier\Valentin-Rongier,fr FRA,MF,Nantes,fr Ligue 1,21,1994,31,2162,70,63.2,24.0,26,,19,5,,2,1.42,28,32,-4,-0.17,+0.55,Matches
