Player,Nation,Pos,Squad,Comp,Born,matches_played,minutes_played,minutes_per_match_played,minutes_played_percent,90s_played,starts,minutes_per_starts,completed_matches,sub_played,minutes_per_sub,unused_sub,points_per_match,team_goals_scored_while_playing,team_goals_against_while_playing,plus_minus_goals_while_playing,plus_minus_goals_while_playing_per_90,net_goals_playing_per_90,season,expected_team_goals_while_playing,expected_team_goals_against_while_playing,xg_difference_while_playing,xg_difference_while_playing_per_90,net_xg_difference
Patrick Banggaard,dk DEN,DF,Darmstadt 98,de Bundesliga,1994.0,9,810.0,90.0,26.5,9.0,9,,9.0,0,,5,1.11,9.0,14.0,-5.0,-0.56,0.64,2017,,,,,
Léo Baptistão,br BRA,FWMF,Espanyol,es La Liga,1992.0,21,1433.0,68.0,41.9,15.9,16,,7.0,5,,0,1.48,22.0,19.0,3.0,0.19,0.37,2017,,,,,
Alex Baptiste,eng ENG,DF,Middlesbrough,eng Premier League,1986.0,0,,,,,0,,0.0,0,,2,,,,,,,2017,,,,,
Federico Barba,it ITA,DF,Empoli,it Serie A,1993.0,11,812.0,74.0,23.7,9.0,9,,7.0,2,,19,0.73,6.0,16.0,-10.0,-1.11,-0.35,2017,,,,,
Andrea Barberis,it ITA,MF,Crotone,it Serie A,1993.0,26,2059.0,79.0,60.2,22.9,23,,16.0,3,,12,1.27,22.0,26.0,-4.0,-0.17,1.15,2017,,,,,
Gabriel Barbosa,br BRA,FWMF,Inter,it Serie A,1996.0,9,120.0,13.0,3.5,1.3,0,,0.0,9,,23,1.78,2.0,1.0,1.0,0.75,0.15,2017,,,,,
Phil Bardsley,sco SCO,DF,Stoke City,eng Premier League,1985.0,15,1168.0,78.0,34.2,13.0,14,,10.0,1,,12,1.13,12.0,17.0,-5.0,-0.39,0.01,2017,,,,,
Keidi Bare,al ALB,MF,Atlético Madrid,es La Liga,1997.0,0,,,,,0,,0.0,0,,4,,,,,,,2017,,,,,
Nicolò Barella,it ITA,MF,Cagliari,it Serie A,1997.0,28,1908.0,68.0,55.8,21.2,22,,13.0,6,,2,1.25,26.0,42.0,-16.0,-0.75,-0.46,2017,,,,,
Philipp Bargfrede,de GER,MF,Werder Bremen,de Bundesliga,1989.0,11,455.0,41.0,14.9,5.1,4,,3.0,7,,1,1.64,8.0,6.0,2.0,0.4,0.57,2017,,,,,
Kike Barja,es ESP,MF,Osasuna,es La Liga,1997.0,0,,,,,0,,0.0,0,,2,,,,,,,2017,,,,,
Ross Barkley,eng ENG,MFFW,Everton,eng Premier League,1993.0,36,2899.0,81.0,84.8,32.2,32,,19.0,4,,2,1.64,53.0,36.0,17.0,0.53,0.36,2017,,,,,
Aymen Barkok,ma MAR,MF,Eint Frankfurt,de Bundesliga,1998.0,18,659.0,37.0,21.5,7.3,6,,2.0,12,,8,1.11,6.0,9.0,-3.0,-0.41,-0.26,2017,,,,,
Ashley Barnes,eng ENG,FW,Burnley,eng Premier League,1989.0,28,1773.0,63.0,51.8,19.7,20,,7.0,8,,0,1.07,16.0,27.0,-11.0,-0.56,-0.29,2017,,,,,
Riccardo Baroni,it ITA,DF,Fiorentina,it Serie A,1998.0,0,,,,,0,,0.0,0,,1,,,,,,,2017,,,,,
Antonio Barragán,es ESP,DF,Middlesbrough,eng Premier League,1987.0,26,2193.0,84.0,64.1,24.4,26,,23.0,0,,4,0.85,21.0,32.0,-11.0,-0.45,0.65,2017,,,,,
David Barral,es ESP,FW,Granada,es La Liga,1983.0,8,319.0,40.0,9.3,3.5,2,,2.0,6,,1,0.38,2.0,11.0,-9.0,-2.54,-1.29,2017,,,,,
Antonio Barreca,it ITA,DF,Torino,it Serie A,1995.0,28,2362.0,84.0,69.1,26.2,25,,25.0,3,,9,1.54,49.0,45.0,4.0,0.15,0.07,2017,,,,,
Manu Barreiro,es ESP,FW,Alavés,es La Liga,1986.0,0,,,,,0,,0.0,0,,1,,,,,,,2017,,,,,
Édgar Barreto,py PAR,MF,Sampdoria,it Serie A,1984.0,32,2679.0,84.0,78.3,29.8,32,,18.0,0,,3,1.25,37.0,48.0,-11.0,-0.37,-0.98,2017,,,,,
Modou Barrow,gm GAM,MFFW,Swansea City,eng Premier League,1992.0,18,1145.0,64.0,33.5,12.7,12,,3.0,6,,1,0.67,14.0,23.0,-9.0,-0.71,-0.07,2017,,,,,
Gareth Barry,eng ENG,MF,Everton,eng Premier League,1981.0,33,2108.0,64.0,61.6,23.4,23,,11.0,10,,3,1.61,34.0,28.0,6.0,0.26,-0.57,2017,,,,,
Fin Bartels,de GER,FWMF,Werder Bremen,de Bundesliga,1987.0,31,2219.0,72.0,72.5,24.7,23,,14.0,8,,0,1.35,52.0,45.0,7.0,0.28,1.35,2017,,,,,
Maxime Barthelmé,fr FRA,FWMF,Lorient,fr Ligue 1,1988.0,9,327.0,36.0,9.6,3.6,3,,1.0,6,,6,0.78,1.0,5.0,-4.0,-1.1,-0.46,2017,,,,,
Joey Barton,eng ENG,MF,Burnley,eng Premier League,1982.0,14,1105.0,79.0,32.3,12.3,12,,11.0,2,,0,0.93,11.0,16.0,-5.0,-0.41,0.02,2017,,,,,
Marc Bartra,es ESP,DF,Dortmund,de Bundesliga,1991.0,19,1560.0,82.0,51.0,17.3,18,,16.0,1,,9,2.0,42.0,24.0,18.0,1.04,0.2,2017,,,,,
Andrea Barzagli,it ITA,DF,Juventus,it Serie A,1981.0,23,1532.0,67.0,44.8,17.0,17,,14.0,6,,8,2.52,33.0,11.0,22.0,1.29,-0.04,2017,,,,,
Marko Baša,me MNE,DF,Lille,fr Ligue 1,1982.0,23,1949.0,85.0,57.0,21.7,23,,18.0,0,,0,1.22,22.0,27.0,-5.0,-0.23,-0.11,2017,,,,,
Daniele Baselli,it ITA,MF,Torino,it Serie A,1992.0,37,2288.0,62.0,66.9,25.4,28,,7.0,9,,0,1.35,48.0,39.0,9.0,0.35,0.67,2017,,,,,
Nicolas Basin,fr FRA,DF,Metz,fr Ligue 1,1998.0,1,26.0,26.0,0.8,0.3,0,,0.0,1,,2,3.0,2.0,1.0,1.0,3.46,4.36,2017,,,,,
Amine Bassi,fr FRA,MF,Nancy,fr Ligue 1,1997.0,1,90.0,90.0,2.6,1.0,1,,1.0,0,,0,0.0,0.0,3.0,-3.0,-3.0,-2.46,2017,,,,,
Dušan Basta,rs SRB,DFMF,Lazio,it Serie A,1984.0,27,2120.0,79.0,62.0,23.6,24,,17.0,3,,7,1.67,37.0,31.0,6.0,0.25,-0.92,2017,,,,,
Samuel Bastien,be BEL,MFFW,Chievo,it Serie A,1996.0,12,799.0,67.0,23.4,8.9,8,,5.0,4,,20,0.92,11.0,16.0,-5.0,-0.56,-0.12,2017,,,,,
Borja Bastón,es ESP,FW,Swansea City,eng Premier League,1992.0,18,561.0,31.0,16.4,6.2,4,,3.0,14,,10,0.56,4.0,11.0,-7.0,-1.12,-0.56,2017,,,,,
Alessandro Bastoni,it ITA,DF,Atalanta,it Serie A,1999.0,3,155.0,52.0,4.5,1.7,1,,1.0,2,,17,1.33,1.0,1.0,0.0,0.0,-0.58,2017,,,,,
Bastos,ao ANG,DFMF,Lazio,it Serie A,1991.0,11,774.0,70.0,22.6,8.6,10,,7.0,1,,17,1.45,15.0,13.0,2.0,0.23,-0.48,2017,,,,,
Michy Batshuayi,be BEL,FW,Chelsea,eng Premier League,1993.0,20,254.0,13.0,7.4,2.8,1,,0.0,19,,17,2.25,11.0,3.0,8.0,2.83,1.58,2017,,,,,
Daniel Batty,eng ENG,MF,Hull City,eng Premier League,1997.0,0,,,,,0,,0.0,0,,1,,,,,,,2017,,,,,
Robert Bauer,de GER,DFMF,Werder Bremen,de Bundesliga,1995.0,27,2122.0,79.0,69.3,23.6,25,,20.0,2,,4,1.52,40.0,42.0,-2.0,-0.08,0.01,2017,,,,,
Julian Baumgartlinger,at AUT,MF,Leverkusen,de Bundesliga,1988.0,22,1561.0,71.0,51.0,17.3,19,,12.0,3,,11,1.32,27.0,26.0,1.0,0.06,0.24,2017,,,,,
Denis Baumgartner,sk SVK,MF,Sampdoria,it Serie A,1998.0,0,,,,,0,,0.0,0,,1,,,,,,,2017,,,,,
Éric Bauthéac,fr FRA,MFFW,Lille,fr Ligue 1,1987.0,13,725.0,56.0,21.2,8.1,9,,1.0,4,,9,1.08,11.0,10.0,1.0,0.12,0.39,2017,,,,,
Jon Bautista,es ESP,FW,Real Sociedad,es La Liga,1995.0,12,320.0,27.0,9.4,3.6,2,,0.0,10,,12,1.5,8.0,5.0,3.0,0.84,0.76,2017,,,,,
Paul Baysse,fr FRA,DF,Nice,fr Ligue 1,1988.0,22,1858.0,84.0,54.3,20.6,20,,20.0,2,,0,2.05,31.0,19.0,12.0,0.58,-0.28,2017,,,,,
Hervé Bazile,ht HAI,MFFW,Caen,fr Ligue 1,1990.0,19,732.0,39.0,21.4,8.1,7,,2.0,12,,2,0.95,8.0,23.0,-15.0,-1.84,-1.38,2017,,,,,
Riechedly Bazoer,nl NED,MF,Wolfsburg,de Bundesliga,1996.0,12,969.0,81.0,31.7,10.8,12,,7.0,0,,4,1.5,10.0,17.0,-7.0,-0.65,-0.18,2017,,,,,
Claudio Beauvue,GPE,FW,Celta Vigo,es La Liga,1988.0,13,664.0,51.0,19.4,7.4,5,,3.0,8,,2,0.77,6.0,13.0,-7.0,-0.95,-0.65,2017,,,,,
Bebé,pt POR,MFFW,Eibar,es La Liga,1990.0,20,696.0,35.0,20.4,7.7,8,,1.0,12,,13,1.45,14.0,10.0,4.0,0.52,0.48,2017,,,,,
Henri Bedimo,cm CMR,DF,Marseille,fr Ligue 1,1984.0,16,1173.0,73.0,34.3,13.0,13,,11.0,3,,7,1.31,16.0,13.0,3.0,0.23,-0.29,2017,,,,,
Andrea Beghetto,it ITA,MF,Genoa,it Serie A,1994.0,3,152.0,51.0,4.4,1.7,1,,1.0,2,,16,1.0,1.0,3.0,-2.0,-1.18,-0.52,2017,,,,,
Valon Behrami,ch SUI,MF,Watford,eng Premier League,1985.0,27,2030.0,75.0,59.4,22.6,26,,17.0,1,,4,1.22,30.0,40.0,-10.0,-0.44,0.72,2017,,,,,
Jérémie Bela,ao ANG,MFFW,Dijon,fr Ligue 1,1993.0,14,375.0,27.0,11.0,4.2,2,,0.0,12,,15,0.86,5.0,8.0,-3.0,-0.72,-0.45,2017,,,,,
Younès Belhanda,ma MAR,FWMF,Nice,fr Ligue 1,1990.0,31,2541.0,82.0,74.3,28.2,28,,24.0,3,,0,2.1,51.0,27.0,24.0,0.85,0.54,2017,,,,,
Stefan Bell,de GER,DF,Mainz 05,de Bundesliga,1991.0,31,2744.0,89.0,89.7,30.5,30,,29.0,1,,1,1.1,41.0,48.0,-7.0,-0.23,0.91,2017,,,,,
Karim Bellarabi,de GER,MF,Leverkusen,de Bundesliga,1990.0,16,1113.0,70.0,36.4,12.4,14,,7.0,2,,3,1.13,20.0,21.0,-1.0,-0.08,-0.03,2017,,,,,
Héctor Bellerín,es ESP,DFMF,Arsenal,eng Premier League,1995.0,33,2503.0,76.0,73.2,27.8,27,,26.0,6,,1,1.97,57.0,34.0,23.0,0.83,-0.15,2017,,,,,
François Bellugou,fr FRA,MFDF,Lorient,fr Ligue 1,1987.0,26,1422.0,55.0,41.6,15.8,16,,5.0,10,,9,1.15,17.0,20.0,-3.0,-0.19,0.85,2017,,,,,
Giuseppe Bellusci,it ITA,DF,Empoli,it Serie A,1989.0,33,2970.0,90.0,86.8,33.0,33,,33.0,0,,3,0.85,24.0,55.0,-31.0,-0.94,-0.74,2017,,,,,
Anthony Belmonte,fr FRA,MF,Dijon,fr Ligue 1,1995.0,8,261.0,33.0,7.6,2.9,4,,0.0,4,,6,1.25,4.0,5.0,-1.0,-0.34,-0.03,2017,,,,,
Andrea Belotti,it ITA,FW,Torino,it Serie A,1993.0,35,3070.0,88.0,89.8,34.1,34,,33.0,1,,0,1.49,70.0,62.0,8.0,0.23,1.01,2017,,,,,
Sami Ben Amar,ma MAR,FW,Bastia,fr Ligue 1,1998.0,0,,,,,0,,0.0,0,,1,,,,,,,2017,,,,,
Hatem Ben Arfa,fr FRA,MFFW,Paris S-G,fr Ligue 1,1987.0,23,643.0,28.0,18.8,7.1,5,,1.0,18,,3,2.39,10.0,2.0,8.0,1.12,-0.44,2017,,,,,
Issam Ben Khémis,tn TUN,MF,Lorient,fr Ligue 1,1996.0,2,27.0,14.0,0.8,0.3,0,,0.0,2,,2,1.5,0.0,1.0,-1.0,-3.33,-2.67,2017,,,,,
Wissam Ben Yedder,fr FRA,FW,Sevilla,es La Liga,1990.0,31,1652.0,53.0,48.3,18.4,20,,2.0,11,,5,2.06,39.0,20.0,19.0,1.04,0.98,2017,,,,,
Syam Ben Youssef,tn TUN,DF,Caen,fr Ligue 1,1989.0,17,1293.0,76.0,37.8,14.4,14,,13.0,3,,8,0.88,11.0,29.0,-18.0,-1.25,-0.79,2017,,,,,
Änis Ben-Hatira,tn TUN,MF,Darmstadt 98,de Bundesliga,1988.0,11,586.0,53.0,19.2,6.5,8,,2.0,3,,2,0.55,5.0,8.0,-3.0,-0.46,0.7,2017,,,,,
Ahmad Benali,ly LBY,FWMF,Pescara,it Serie A,1992.0,33,2490.0,75.0,72.8,27.7,31,,17.0,2,,2,0.42,25.0,59.0,-34.0,-1.23,-0.26,2017,,,,,
Yohan Benalouane,tn TUN,DF,Leicester City,eng Premier League,1987.0,11,917.0,83.0,26.8,10.2,11,,7.0,0,,3,1.55,18.0,15.0,3.0,0.29,0.94,2017,,,,,
Marco Benassi,it ITA,MF,Torino,it Serie A,1994.0,28,2044.0,73.0,59.8,22.7,24,,10.0,4,,6,1.32,39.0,35.0,4.0,0.18,0.11,2017,,,,,
Medhi Benatia,ma MAR,DF,Juventus,it Serie A,1987.0,15,1179.0,79.0,34.5,13.1,14,,10.0,1,,14,1.93,26.0,14.0,12.0,0.92,-0.61,2017,,,,,
Lars Bender,de GER,MFDF,Leverkusen,de Bundesliga,1989.0,9,602.0,67.0,19.7,6.7,9,,2.0,0,,1,1.78,9.0,11.0,-2.0,-0.3,-0.3,2017,,,,,
Sven Bender,de GER,DF,Dortmund,de Bundesliga,1989.0,6,272.0,45.0,8.9,3.0,3,,2.0,3,,5,2.33,8.0,5.0,3.0,0.99,0.06,2017,,,,,
László Bénes,sk SVK,MF,M'Gladbach,de Bundesliga,1997.0,8,288.0,36.0,9.4,3.2,3,,0.0,5,,9,1.38,3.0,4.0,-1.0,-0.31,-0.22,2017,,,,,
Nicolas Benezet,fr FRA,FW,Guingamp,fr Ligue 1,1991.0,5,169.0,34.0,4.9,1.9,3,,0.0,2,,1,0.8,3.0,5.0,-2.0,-1.07,-0.93,2017,,,,,
Pierre Bengtsson,se SWE,DFMF,Bastia,fr Ligue 1,1988.0,30,2626.0,88.0,76.8,29.2,29,,27.0,1,,2,0.93,21.0,39.0,-18.0,-0.62,0.18,2017,,,,,
Fabian Benko,de GER,MF,Bayern Munich,de Bundesliga,1998.0,0,,,,,0,,0.0,0,,1,,,,,,,2017,,,,,
Ramy Bensebaini,dz ALG,DF,Rennes,fr Ligue 1,1995.0,25,1838.0,74.0,53.7,20.4,22,,16.0,3,,5,1.32,19.0,21.0,-2.0,-0.1,0.13,2017,,,,,
Nabil Bentaleb,dz ALG,MF,Schalke 04,de Bundesliga,1994.0,32,2548.0,80.0,83.3,28.3,28,,19.0,4,,0,1.25,43.0,34.0,9.0,0.32,1.02,2017,,,,,
Christian Benteke,be BEL,FW,Crystal Palace,eng Premier League,1990.0,36,3131.0,87.0,91.5,34.8,36,,29.0,0,,0,1.14,49.0,58.0,-9.0,-0.26,0.99,2017,,,,,
Jonathan Benteke,be BEL,FW,Crystal Palace,eng Premier League,1995.0,1,7.0,7.0,0.2,0.1,0,,0.0,1,,0,3.0,0.0,0.0,0.0,0.0,0.34,2017,,,,,
Accursio Bentivegna,it ITA,MFFW,Palermo,it Serie A,1996.0,3,89.0,30.0,2.6,1.0,2,,0.0,1,,5,0.0,1.0,1.0,0.0,0.0,1.19,2017,,,,,
Karim Benzema,fr FRA,FW,Real Madrid,es La Liga,1987.0,29,1898.0,65.0,55.5,21.1,23,,6.0,6,,3,2.28,49.0,22.0,27.0,1.28,-0.97,2017,,,,,
Yassine Benzia,dz ALG,MF,Lille,fr Ligue 1,1994.0,25,1627.0,65.0,47.6,18.1,21,,4.0,4,,3,1.36,19.0,18.0,1.0,0.06,0.46,2017,,,,,
Saido Berahino,bi BDI,FW,West Brom,eng Premier League,1993.0,4,243.0,61.0,7.1,2.7,3,,0.0,1,,2,1.0,2.0,2.0,0.0,0.0,0.23,2017,,,,,
Saido Berahino,bi BDI,FW,Stoke City,eng Premier League,1993.0,13,720.0,55.0,21.1,8.0,8,,2.0,5,,3,0.69,4.0,11.0,-7.0,-0.87,-0.61,2017,,,,,
Domenico Berardi,it ITA,FW,Sassuolo,it Serie A,1994.0,21,1732.0,82.0,50.6,19.2,20,,13.0,1,,0,1.38,33.0,29.0,4.0,0.21,0.69,2017,,,,,
Filippo Berardi,sm SMR,MF,Torino,it Serie A,1997.0,0,,,,,0,,0.0,0,,1,,,,,,,2017,,,,,
Yuri Berchiche,es ESP,DF,Real Sociedad,es La Liga,1990.0,35,3086.0,88.0,90.2,34.3,35,,33.0,0,,0,1.74,56.0,47.0,9.0,0.26,1.07,2017,,,,,
Álex Berenguer,es ESP,DFMF,Osasuna,es La Liga,1995.0,29,2176.0,75.0,63.6,24.2,22,,18.0,7,,1,0.62,27.0,55.0,-28.0,-1.16,0.72,2017,,,,,
Bartosz Bereszyński,pl POL,DF,Sampdoria,it Serie A,1992.0,13,1051.0,81.0,30.7,11.7,11,,10.0,2,,6,1.46,19.0,23.0,-4.0,-0.34,-0.27,2017,,,,,
Jóhann Berg Guðmundsson,is ISL,MF,Burnley,eng Premier League,1990.0,20,998.0,50.0,29.2,11.1,10,,3.0,10,,4,1.05,12.0,19.0,-7.0,-0.63,-0.3,2017,,,,,
Álex Bergantiños,es ESP,MFDF,La Coruña,es La Liga,1985.0,8,554.0,69.0,16.2,6.2,6,,5.0,2,,15,0.88,5.0,13.0,-8.0,-1.3,-0.99,2017,,,,,
Markel Bergara,es ESP,MF,Real Sociedad,es La Liga,1986.0,6,289.0,48.0,8.5,3.2,3,,2.0,3,,5,0.67,1.0,6.0,-5.0,-1.56,-1.87,2017,,,,,
Franck Béria,fr FRA,DF,Lille,fr Ligue 1,1983.0,28,2326.0,83.0,68.0,25.8,27,,23.0,1,,6,1.18,21.0,24.0,-3.0,-0.12,0.21,2017,,,,,
Robert Berić,si SVN,FW,Saint-Étienne,fr Ligue 1,1991.0,22,1444.0,66.0,42.2,16.0,18,,7.0,4,,3,1.18,15.0,20.0,-5.0,-0.31,-0.49,2017,,,,,
Kévin Bérigaud,fr FRA,FW,Angers,fr Ligue 1,1988.0,13,470.0,36.0,13.7,5.2,4,,0.0,9,,0,1.08,8.0,7.0,1.0,0.19,0.5,2017,,,,,
Kévin Bérigaud,fr FRA,MFFW,Montpellier,fr Ligue 1,1988.0,13,625.0,48.0,18.3,6.9,6,,3.0,7,,6,0.69,6.0,9.0,-3.0,-0.43,0.05,2017,,,,,
Quentin Bernard,fr FRA,DF,Dijon,fr Ligue 1,1989.0,7,554.0,79.0,16.2,6.2,6,,6.0,1,,7,0.86,4.0,6.0,-2.0,-0.32,-0.01,2017,,,,,
Federico Bernardeschi,it ITA,MFFW,Fiorentina,it Serie A,1994.0,32,2292.0,72.0,67.0,25.5,27,,10.0,5,,1,1.56,40.0,41.0,-1.0,-0.04,-0.6,2017,,,,,
Bernardo,br BRA,DF,RB Leipzig,de Bundesliga,1995.0,22,1892.0,86.0,61.8,21.0,21,,18.0,1,,5,2.0,42.0,21.0,21.0,1.0,0.54,2017,,,,,
Juan Bernat,es ESP,DF,Bayern Munich,de Bundesliga,1993.0,18,1238.0,69.0,40.5,13.8,13,,11.0,5,,12,2.17,35.0,12.0,23.0,1.67,-0.5,2017,,,,,
Andrea Bertolacci,it ITA,MF,Milan,it Serie A,1991.0,15,820.0,55.0,24.0,9.1,9,,4.0,6,,7,1.6,10.0,9.0,1.0,0.11,-0.27,2017,,,,,
Ryan Bertrand,eng ENG,DF,Southampton,eng Premier League,1989.0,28,2507.0,90.0,73.3,27.9,28,,27.0,0,,4,1.18,30.0,36.0,-6.0,-0.22,-0.12,2017,,,,,
Muhamed Bešić,ba BIH,DFMF,Everton,eng Premier League,1992.0,0,,,,,0,,0.0,0,,2,,,,,,,2017,,,,,
Vincent Bessat,fr FRA,DFMF,Caen,fr Ligue 1,1985.0,37,2815.0,76.0,82.3,31.3,31,,27.0,6,,1,0.92,28.0,54.0,-26.0,-0.83,-0.38,2017,,,,,
Max Besuschkow,de GER,MF,Eint Frankfurt,de Bundesliga,1997.0,3,87.0,29.0,2.8,1.0,1,,0.0,2,,8,1.0,0.0,3.0,-3.0,-3.1,-2.98,2017,,,,,
Deji Beyreuther,de GER,DF,Eint Frankfurt,de Bundesliga,1999.0,0,,,,,0,,0.0,0,,1,,,,,,,2017,,,,,
Roman Bezjak,si SVN,MF,Darmstadt 98,de Bundesliga,1989.0,11,588.0,53.0,19.2,6.5,7,,2.0,4,,1,0.73,4.0,13.0,-9.0,-1.38,-0.43,2017,,,,,
Jonathan Biabiany,fr FRA,FWMF,Inter,it Serie A,1988.0,1,1.0,1.0,0.0,0.0,0,,0.0,1,,31,1.0,0.0,1.0,-1.0,-90.0,-90.63,2017,,,,,
Roberto Biancu,it ITA,MF,Cagliari,it Serie A,2000.0,1,11.0,11.0,0.3,0.1,0,,0.0,1,,5,3.0,1.0,0.0,1.0,8.18,8.76,2017,,,,,
Ermin Bičakčić,ba BIH,DFMF,Hoffenheim,de Bundesliga,1990.0,18,1055.0,59.0,34.5,11.7,11,,8.0,7,,15,1.83,22.0,15.0,7.0,0.6,-0.3,2017,,,,,
Thievy Bifouma,cg CGO,FWMF,Bastia,fr Ligue 1,1992.0,14,707.0,51.0,20.7,7.9,9,,2.0,5,,1,1.14,7.0,9.0,-2.0,-0.25,0.51,2017,,,,,
Pedro Bigas,es ESP,DF,Las Palmas,es La Liga,1990.0,32,2647.0,83.0,77.4,29.4,31,,26.0,1,,0,1.13,44.0,55.0,-11.0,-0.37,0.79,2017,,,,,
Lucas Biglia,ar ARG,MF,Lazio,it Serie A,1986.0,29,2264.0,78.0,66.2,25.2,28,,16.0,1,,1,1.93,49.0,35.0,14.0,0.56,-0.14,2017,,,,,
Davide Biondini,it ITA,MF,Sassuolo,it Serie A,1983.0,14,854.0,61.0,25.0,9.5,9,,6.0,5,,4,1.36,12.0,20.0,-8.0,-0.84,-0.95,2017,,,,,
Cristiano Biraghi,it ITA,DF,Pescara,it Serie A,1992.0,35,2987.0,85.0,87.3,33.2,33,,29.0,2,,1,0.51,32.0,72.0,-40.0,-1.21,-0.37,2017,,,,,
Mame Biram Diouf,sn SEN,MFFW,Stoke City,eng Premier League,1987.0,27,1385.0,51.0,40.5,15.4,15,,6.0,12,,5,1.15,17.0,26.0,-9.0,-0.58,-0.32,2017,,,,,
Davide Biraschi,it ITA,DFMF,Genoa,it Serie A,1994.0,7,395.0,56.0,11.5,4.4,4,,3.0,3,,22,1.29,5.0,4.0,1.0,0.23,1.03,2017,,,,,
Valter Birsa,si SVN,MFFW,Chievo,it Serie A,1986.0,35,2761.0,79.0,80.7,30.7,34,,14.0,1,,0,1.11,37.0,47.0,-10.0,-0.33,0.77,2017,,,,,
Milan Biševac,rs SRB,DF,Metz,fr Ligue 1,1983.0,21,1834.0,87.0,53.6,20.4,21,,19.0,0,,4,1.29,24.0,41.0,-17.0,-0.83,0.07,2017,,,,,
Yves Bissouma,ml MLI,MFFW,Lille,fr Ligue 1,1996.0,23,766.0,33.0,22.4,8.5,5,,1.0,18,,3,1.09,10.0,9.0,1.0,0.12,0.39,2017,,,,,
Luca Bittante,it ITA,DF,Cagliari,it Serie A,1993.0,5,312.0,62.0,9.1,3.5,3,,3.0,2,,11,1.2,1.0,9.0,-8.0,-2.31,-1.93,2017,,,,,
Leonardo Bittencourt,de GER,MFFW,Köln,de Bundesliga,1993.0,16,968.0,61.0,31.6,10.8,12,,1.0,4,,0,1.81,20.0,10.0,10.0,0.93,0.97,2017,,,,,
Miguel Blanco-Lopez,de GER,MF,Eint Frankfurt,de Bundesliga,1999.0,0,,,,,0,,0.0,0,,2,,,,,,,2017,,,,,
Ludovic Blas,fr FRA,MF,Guingamp,fr Ligue 1,1997.0,24,1160.0,48.0,33.9,12.9,10,,7.0,14,,8,1.29,15.0,26.0,-11.0,-0.85,-1.01,2017,,,,,
Pablo de Blasis,ar ARG,MF,Mainz 05,de Bundesliga,1988.0,31,1661.0,54.0,54.3,18.5,17,,7.0,14,,2,1.16,32.0,24.0,8.0,0.43,1.66,2017,,,,,
Alexis Blin,fr FRA,MF,Toulouse,fr Ligue 1,1996.0,26,2148.0,83.0,62.8,23.9,26,,21.0,0,,2,1.23,29.0,24.0,5.0,0.21,0.85,2017,,,,,
Daley Blind,nl NED,DF,Manchester Utd,eng Premier League,1990.0,23,1830.0,80.0,53.5,20.3,20,,18.0,3,,12,1.83,27.0,17.0,10.0,0.49,-0.36,2017,,,,,
Danny Blum,de GER,MF,Eint Frankfurt,de Bundesliga,1991.0,14,460.0,33.0,15.0,5.1,3,,2.0,11,,5,0.5,8.0,13.0,-5.0,-0.98,-0.91,2017,,,,,
Hiram Boateng,eng ENG,MF,Crystal Palace,eng Premier League,1996.0,0,,,,,0,,0.0,0,,1,,,,,,,2017,,,,,
Jérôme Boateng,de GER,DF,Bayern Munich,de Bundesliga,1988.0,13,827.0,64.0,27.0,9.2,10,,6.0,3,,6,2.46,26.0,9.0,17.0,1.85,-0.17,2017,,,,,
Kevin-Prince Boateng,gh GHA,FWMF,Las Palmas,es La Liga,1987.0,28,1978.0,71.0,57.8,22.0,25,,11.0,3,,1,1.25,32.0,39.0,-7.0,-0.32,0.56,2017,,,,,
Raúl Bobadilla,py PAR,FWMF,Augsburg,de Bundesliga,1987.0,18,1044.0,58.0,34.1,11.6,13,,7.0,5,,3,1.33,16.0,26.0,-10.0,-0.86,-0.59,2017,,,,,
Yann Bodiger,fr FRA,MF,Toulouse,fr Ligue 1,1995.0,29,1836.0,63.0,53.7,20.4,23,,11.0,6,,5,1.31,25.0,19.0,6.0,0.29,0.86,2017,,,,,
Mathieu Bodmer,fr FRA,MF,Nice,fr Ligue 1,1982.0,12,587.0,49.0,17.2,6.5,7,,2.0,5,,6,2.42,9.0,5.0,4.0,0.61,-0.12,2017,,,,,
Mathieu Bodmer,fr FRA,MFDF,Guingamp,fr Ligue 1,1982.0,10,671.0,67.0,19.6,7.5,8,,6.0,2,,4,1.0,6.0,16.0,-10.0,-1.34,-1.44,2017,,,,,
Lukas Boeder,de GER,DF,Leverkusen,de Bundesliga,1997.0,0,,,,,0,,0.0,0,,3,,,,,,,2017,,,,,
Jeremie Boga,ci CIV,MFFW,Granada,es La Liga,1997.0,26,1467.0,56.0,42.9,16.3,14,,9.0,12,,5,0.46,15.0,34.0,-19.0,-1.17,0.36,2017,,,,,
Yannick Bolasie,cd COD,MFFW,Everton,eng Premier League,1989.0,13,1023.0,79.0,29.9,11.4,12,,6.0,1,,0,1.46,13.0,13.0,0.0,0.0,-0.68,2017,,,,,
Yannick Bolasie,cd COD,FWMF,Crystal Palace,eng Premier League,1989.0,1,25.0,25.0,0.7,0.3,0,,0.0,1,,0,0.0,0.0,1.0,-1.0,-3.6,-3.28,2017,,,,,
Giacomo Bonaventura,it ITA,MFFW,Milan,it Serie A,1989.0,19,1566.0,82.0,45.8,17.4,19,,11.0,0,,1,1.79,29.0,20.0,9.0,0.52,0.37,2017,,,,,
