Player,Nation,Born,Season,Squad,Comp,Goals,Shots,SoT,SoT_Pct,Sh_per_90,SoT_per_90,Goals_per_Shot,Goals_per_SoT,avg_dist_of_shots_from_goal,shots_from_fk,pk_made,pk_att,xG,npxG,npxG_per_Shot,G_minus_xG,npG_minus_xG
Victor Osimhen,ng NGA,1998.0,2020.0,Lille,UCL,2.0,15.0,3.0,20.0,3.0,0.6,0.13,0.67,11.9,0.0,0.0,0.0,2.3,2.3,0.15,-0.3,-0.3
Yordan Osorio,ve VEN,1994.0,2020.0,Zenit,UCL,0.0,3.0,1.0,33.3,0.83,0.28,0.0,0.0,12.7,0.0,0.0,0.0,0.3,0.3,0.11,-0.3,-0.3
Nicolás Otamendi,ar ARG,1988.0,2020.0,Manchester City,UCL,0.0,4.0,1.0,25.0,0.65,0.16,0.0,0.0,19.6,0.0,0.0,0.0,0.2,0.2,0.05,-0.2,-0.2
Alex Oxlade-Chamberlain,eng ENG,1993.0,2020.0,Liverpool,UCL,3.0,13.0,6.0,46.2,4.16,1.92,0.23,0.5,20.7,0.0,0.0,0.0,0.7,0.7,0.05,2.3,2.3
Şener Özbayraklı,tr TUR,1990.0,2020.0,Galatasaray,UCL,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Magomed Ozdoyev,ru RUS,1992.0,2020.0,Zenit,UCL,1.0,4.0,3.0,75.0,0.78,0.58,0.25,0.33,16.4,0.0,0.0,0.0,0.3,0.3,0.07,0.7,0.7
Joseph Paintsil,gh GHA,1998.0,2020.0,Genk,UCL,0.0,4.0,1.0,25.0,2.31,0.58,0.0,0.0,19.7,0.0,0.0,0.0,0.5,0.5,0.12,-0.5,-0.5
Emerson Palmieri,it ITA,1994.0,2020.0,Chelsea,UCL,0.0,3.0,3.0,100.0,1.36,1.36,0.0,0.0,18.5,0.0,0.0,0.0,0.2,0.2,0.06,-0.2,-0.2
Radovan Pankov,rs SRB,1995.0,2020.0,Red Star,UCL,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Leandro Paredes,ar ARG,1994.0,2020.0,Paris S-G,UCL,0.0,2.0,2.0,100.0,0.49,0.49,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
Daniel Parejo,es ESP,1989.0,2020.0,Valencia,UCL,1.0,7.0,3.0,42.9,0.87,0.37,0.0,0.0,27.6,3.0,1.0,3.0,2.7,0.4,0.06,-1.7,-0.4
Thomas Partey,gh GHA,1993.0,2020.0,Atlético Madrid,UCL,1.0,15.0,2.0,13.3,1.84,0.24,0.07,0.5,29.9,1.0,0.0,0.0,1.2,1.2,0.08,-0.2,-0.2
Mario Pašalić,hr CRO,1995.0,2020.0,Atalanta,UCL,3.0,16.0,6.0,37.5,2.09,0.78,0.19,0.5,10.2,0.0,0.0,0.0,3.0,3.0,0.19,0.0,0.0
Alan Patrick,br BRA,1991.0,2020.0,Shakhtar,UCL,1.0,7.0,3.0,42.9,1.28,0.55,0.14,0.33,20.9,0.0,0.0,0.0,0.5,0.5,0.08,0.5,0.5
Paulinho,br BRA,2000.0,2020.0,Leverkusen,UCL,0.0,2.0,0.0,0.0,4.74,0.0,0.0,,19.7,0.0,0.0,0.0,0.3,0.3,0.17,-0.3,-0.3
Gabriel Paulista,br BRA,1990.0,2020.0,Valencia,UCL,0.0,4.0,0.0,0.0,0.67,0.0,0.0,,11.8,0.0,0.0,0.0,0.2,0.2,0.05,-0.2,-0.2
Benjamin Pavard,fr FRA,1996.0,2020.0,Bayern Munich,UCL,0.0,7.0,1.0,14.3,0.99,0.14,0.0,0.0,18.4,0.0,0.0,0.0,0.5,0.5,0.07,-0.5,-0.5
Milan Pavkov,rs SRB,1994.0,2020.0,Red Star,UCL,0.0,4.0,2.0,50.0,1.91,0.96,0.0,0.0,20.6,0.0,0.0,0.0,0.4,0.4,0.11,-0.4,-0.4
Pedro,es ESP,1987.0,2020.0,Chelsea,UCL,0.0,3.0,0.0,0.0,2.73,0.0,0.0,,22.9,0.0,0.0,0.0,0.1,0.1,0.03,-0.1,-0.1
Carles Pérez,es ESP,1998.0,2020.0,Barcelona,UCL,1.0,4.0,2.0,50.0,4.29,2.14,0.25,0.5,15.6,0.0,0.0,0.0,0.5,0.5,0.13,0.5,0.5
Dino Perić,hr CRO,1994.0,2020.0,Dinamo Zagreb,UCL,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Ivan Perišić,hr CRO,1989.0,2020.0,Bayern Munich,UCL,3.0,15.0,7.0,46.7,3.19,1.49,0.2,0.43,14.2,0.0,0.0,0.0,2.2,2.2,0.14,0.8,0.8
Bruno Petković,hr CRO,1994.0,2020.0,Dinamo Zagreb,UCL,1.0,4.0,3.0,75.0,0.78,0.58,0.25,0.33,11.5,0.0,0.0,0.0,0.6,0.6,0.15,0.4,0.4
Njegoš Petrović,rs SRB,1999.0,2020.0,Red Star,UCL,0.0,1.0,0.0,0.0,0.3,0.0,0.0,,41.7,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0
Jérémy Pied,fr FRA,1989.0,2020.0,Lille,UCL,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,39.6,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
Gerard Piqué,es ESP,1987.0,2020.0,Barcelona,UCL,0.0,2.0,1.0,50.0,0.29,0.14,0.0,0.0,4.9,0.0,0.0,0.0,0.3,0.3,0.13,-0.3,-0.3
Łukasz Piszczek,pl POL,1985.0,2020.0,Dortmund,UCL,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Pizzi,pt POR,1989.0,2020.0,Benfica,UCL,3.0,9.0,5.0,55.6,2.01,1.12,0.22,0.4,23.2,1.0,1.0,1.0,1.3,0.5,0.06,1.7,1.5
Miralem Pjanić,ba BIH,1990.0,2020.0,Juventus,UCL,0.0,9.0,1.0,11.1,1.23,0.14,0.0,0.0,24.5,2.0,0.0,0.0,0.3,0.3,0.04,-0.3,-0.3
Daniel Podence,pt POR,1995.0,2020.0,Olympiacos,UCL,1.0,11.0,7.0,63.6,2.17,1.38,0.09,0.14,14.8,0.0,0.0,0.0,1.4,1.4,0.13,-0.4,-0.4
Matteo Politano,it ITA,1993.0,2020.0,Napoli,UCL,0.0,2.0,0.0,0.0,4.74,0.0,0.0,,19.4,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
Matteo Politano,it ITA,1993.0,2020.0,Inter,UCL,0.0,3.0,0.0,0.0,4.15,0.0,0.0,,18.9,0.0,0.0,0.0,0.2,0.2,0.06,-0.2,-0.2
Marin Pongračić,hr CRO,1997.0,2020.0,RB Salzburg,UCL,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Yussuf Poulsen,dk DEN,1994.0,2020.0,RB Leipzig,UCL,0.0,11.0,1.0,9.1,1.72,0.16,0.0,0.0,14.9,0.0,0.0,0.0,1.2,1.2,0.11,-1.2,-1.2
Quincy Promes,nl NED,1992.0,2020.0,Ajax,UCL,4.0,14.0,6.0,42.9,2.98,1.28,0.29,0.67,14.4,2.0,0.0,0.0,2.5,2.5,0.18,1.5,1.5
Lukáš Provod,cz CZE,1996.0,2020.0,Slavia Prague,UCL,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Christian Pulisic,us USA,1998.0,2020.0,Chelsea,UCL,1.0,7.0,2.0,28.6,2.37,0.68,0.14,0.5,16.0,0.0,0.0,0.0,0.9,0.9,0.13,0.1,0.1
Adrien Rabiot,fr FRA,1995.0,2020.0,Juventus,UCL,0.0,2.0,1.0,50.0,0.49,0.25,0.0,0.0,16.9,0.0,0.0,0.0,0.1,0.1,0.03,-0.1,-0.1
Rafael,br BRA,1990.0,2020.0,Lyon,UCL,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Ivan Rakitić,hr CRO,1988.0,2020.0,Barcelona,UCL,0.0,10.0,0.0,0.0,2.61,0.0,0.0,,23.8,1.0,0.0,0.0,0.5,0.5,0.05,-0.5,-0.5
Yaroslav Rakitskiy,ua UKR,1989.0,2020.0,Zenit,UCL,1.0,2.0,1.0,50.0,0.4,0.2,0.5,1.0,25.9,0.0,0.0,0.0,0.0,0.0,0.02,1.0,1.0
André Ramalho,br BRA,1992.0,2020.0,RB Salzburg,UCL,0.0,2.0,1.0,50.0,1.0,0.5,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
Sergio Ramos,es ESP,1986.0,2020.0,Real Madrid,UCL,2.0,6.0,1.0,16.7,1.21,0.2,0.17,1.0,10.7,0.0,1.0,1.0,1.7,0.9,0.16,0.3,0.1
Aaron Ramsey,wal WAL,1990.0,2020.0,Juventus,UCL,1.0,3.0,1.0,33.3,1.34,0.45,0.33,1.0,12.0,0.0,0.0,0.0,1.0,1.0,0.32,0.0,0.0
Lazar Ranđelović,rs SRB,1997.0,2020.0,Olympiacos,UCL,0.0,1.0,0.0,0.0,1.02,0.0,0.0,,15.6,0.0,0.0,0.0,0.1,0.1,0.05,-0.1,-0.1
Jeff Reine-Adélaïde,fr FRA,1998.0,2020.0,Lyon,UCL,0.0,5.0,0.0,0.0,1.37,0.0,0.0,,20.7,0.0,0.0,0.0,0.2,0.2,0.05,-0.2,-0.2
Francisco Reis Ferreira,pt POR,1997.0,2020.0,Benfica,UCL,0.0,1.0,0.0,0.0,0.24,0.0,0.0,,11.2,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
Loïc Rémy,fr FRA,1987.0,2020.0,Lille,UCL,1.0,9.0,3.0,33.3,3.88,1.29,0.11,0.33,18.4,1.0,0.0,0.0,0.9,0.9,0.1,0.1,0.1
Panagiotis Retsos,gr GRE,1998.0,2020.0,Leverkusen,UCL,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Marco Reus,de GER,1989.0,2020.0,Dortmund,UCL,0.0,10.0,5.0,50.0,2.5,1.25,0.0,0.0,14.2,0.0,0.0,1.0,2.6,1.9,0.19,-2.6,-1.9
Gio Reyna,us USA,2002.0,2020.0,Dortmund,UCL,0.0,1.0,0.0,0.0,2.09,0.0,0.0,,21.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0
Jander Ribeiro Santana,br BRA,1988.0,2020.0,Red Star,UCL,0.0,2.0,0.0,0.0,1.25,0.0,0.0,,23.8,0.0,0.0,0.0,0.1,0.1,0.03,-0.1,-0.1
Federico Ricca,uy URU,1994.0,2020.0,Club Brugge,UCL,0.0,1.0,0.0,0.0,0.33,0.0,0.0,,16.2,0.0,0.0,0.0,0.1,0.1,0.05,-0.1,-0.1
Mats Rits,be BEL,1993.0,2020.0,Club Brugge,UCL,0.0,3.0,0.0,0.0,0.68,0.0,0.0,,20.9,0.0,0.0,0.0,0.2,0.2,0.06,-0.2,-0.2
Sergi Roberto,es ESP,1992.0,2020.0,Barcelona,UCL,0.0,1.0,1.0,100.0,0.22,0.22,0.0,0.0,8.9,0.0,0.0,0.0,0.4,0.4,0.39,-0.4,-0.4
Andrew Robertson,sco SCO,1994.0,2020.0,Liverpool,UCL,1.0,9.0,2.0,22.2,1.25,0.28,0.11,0.5,16.2,0.0,0.0,0.0,1.2,1.2,0.14,-0.2,-0.2
Milan Rodić,rs SRB,1991.0,2020.0,Red Star,UCL,0.0,2.0,0.0,0.0,0.41,0.0,0.0,,14.3,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
Rodri,es ESP,1996.0,2020.0,Manchester City,UCL,0.0,8.0,3.0,37.5,1.16,0.44,0.0,0.0,17.5,0.0,0.0,0.0,0.5,0.5,0.06,-0.5,-0.5
Rodrigo,es ESP,1991.0,2020.0,Valencia,UCL,2.0,22.0,6.0,27.3,3.76,1.03,0.09,0.33,19.8,0.0,0.0,0.0,2.8,2.8,0.13,-0.8,-0.8
James Rodríguez,co COL,1991.0,2020.0,Real Madrid,UCL,0.0,1.0,0.0,0.0,1.11,0.0,0.0,,20.0,0.0,0.0,0.0,0.2,0.2,0.18,-0.2,-0.2
Rodrygo,br BRA,2001.0,2020.0,Real Madrid,UCL,4.0,9.0,6.0,66.7,2.45,1.64,0.44,0.67,13.4,0.0,0.0,0.0,1.5,1.5,0.17,2.5,2.5
Cristiano Ronaldo,pt POR,1985.0,2020.0,Juventus,UCL,4.0,40.0,14.0,35.0,5.06,1.77,0.08,0.21,19.4,9.0,1.0,1.0,4.7,4.0,0.1,-0.7,-1.0
Marten de Roon,nl NED,1991.0,2020.0,Atalanta,UCL,0.0,6.0,0.0,0.0,0.71,0.0,0.0,,23.2,0.0,0.0,0.0,0.2,0.2,0.03,-0.2,-0.2
Danny Rose,eng ENG,1990.0,2020.0,Tottenham,UCL,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Antonio Rüdiger,de GER,1993.0,2020.0,Chelsea,UCL,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Daniele Rugani,it ITA,1994.0,2020.0,Juventus,UCL,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Mário Rui,pt POR,1991.0,2020.0,Napoli,UCL,0.0,2.0,0.0,0.0,0.34,0.0,0.0,,66.3,0.0,0.0,0.0,0.1,0.1,0.06,-0.1,-0.1
Fabián Ruiz Peña,es ESP,1996.0,2020.0,Napoli,UCL,0.0,10.0,3.0,30.0,1.27,0.38,0.0,0.0,22.8,0.0,0.0,0.0,0.5,0.5,0.05,-0.5,-0.5
Maciej Rybus,pl POL,1989.0,2020.0,Loko Moscow,UCL,0.0,2.0,1.0,50.0,0.4,0.2,0.0,0.0,30.1,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
Marcel Sabitzer,at AUT,1994.0,2020.0,RB Leipzig,UCL,4.0,22.0,9.0,40.9,2.46,1.01,0.18,0.44,21.0,2.0,0.0,0.0,1.2,1.2,0.06,2.8,2.8
Mohamed Salah,eg EGY,1992.0,2020.0,Liverpool,UCL,4.0,36.0,11.0,30.6,4.44,1.36,0.11,0.36,15.8,2.0,0.0,0.0,5.0,5.0,0.14,-1.0,-1.0
Andreas Samaris,gr GRE,1989.0,2020.0,Benfica,UCL,0.0,1.0,0.0,0.0,9.0,0.0,0.0,,22.0,1.0,0.0,0.0,0.2,0.2,0.15,-0.2,-0.2
Mbwana Samatta,tz TAN,1992.0,2020.0,Genk,UCL,3.0,11.0,5.0,45.5,1.93,0.88,0.27,0.6,15.8,0.0,0.0,0.0,1.9,1.9,0.17,1.1,1.1
Renato Sanches,pt POR,1997.0,2020.0,Lille,UCL,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Alexis Sánchez,cl CHI,1988.0,2020.0,Inter,UCL,0.0,1.0,0.0,0.0,1.38,0.0,0.0,,8.1,0.0,0.0,0.0,0.2,0.2,0.24,-0.2,-0.2
Davinson Sánchez,co COL,1996.0,2020.0,Tottenham,UCL,0.0,1.0,0.0,0.0,0.2,0.0,0.0,,7.0,0.0,0.0,0.0,0.3,0.3,0.27,-0.3,-0.3
Jadon Sancho,eng ENG,2000.0,2020.0,Dortmund,UCL,2.0,18.0,10.0,55.6,2.52,1.4,0.11,0.2,16.6,1.0,0.0,0.0,2.2,2.2,0.12,-0.2,-0.2
Alex Sandro,br BRA,1991.0,2020.0,Juventus,UCL,0.0,6.0,1.0,16.7,1.0,0.17,0.0,0.0,21.5,0.0,0.0,0.0,0.2,0.2,0.03,-0.2,-0.2
Douglas Santos,br BRA,1994.0,2020.0,Zenit,UCL,0.0,3.0,3.0,100.0,0.53,0.53,0.0,0.0,23.2,0.0,0.0,0.0,0.1,0.1,0.03,-0.1,-0.1
Pablo Sarabia,es ESP,1992.0,2020.0,Paris S-G,UCL,2.0,9.0,6.0,66.7,2.0,1.33,0.22,0.33,16.7,0.0,0.0,0.0,0.7,0.7,0.08,1.3,1.3
Marcelo Saracchi,uy URU,1998.0,2020.0,RB Leipzig,UCL,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Stefan Savić,me MNE,1991.0,2020.0,Atlético Madrid,UCL,1.0,4.0,2.0,50.0,0.92,0.46,0.25,0.5,8.3,0.0,0.0,0.0,0.7,0.7,0.17,0.3,0.3
Patrik Schick,cz CZE,1996.0,2020.0,RB Leipzig,UCL,0.0,11.0,2.0,18.2,4.12,0.75,0.0,0.0,12.5,0.0,0.0,0.0,1.3,1.3,0.12,-1.3,-1.3
Marcel Schmelzer,de GER,1988.0,2020.0,Dortmund,UCL,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Siebe Schrijvers,be BEL,1996.0,2020.0,Club Brugge,UCL,0.0,2.0,0.0,0.0,2.25,0.0,0.0,,15.5,0.0,0.0,0.0,0.2,0.2,0.09,-0.2,-0.2
Nico Schulz,de GER,1993.0,2020.0,Dortmund,UCL,0.0,4.0,1.0,25.0,1.6,0.4,0.0,0.0,9.2,0.0,0.0,0.0,0.7,0.7,0.18,-0.7,-0.7
Perr Schuurs,nl NED,1999.0,2020.0,Ajax,UCL,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Haris Seferović,ch SUI,1992.0,2020.0,Benfica,UCL,2.0,8.0,4.0,50.0,3.46,1.73,0.25,0.5,15.7,0.0,0.0,0.0,1.3,1.3,0.17,0.7,0.7
Nélson Semedo,pt POR,1993.0,2020.0,Barcelona,UCL,0.0,4.0,1.0,25.0,0.57,0.14,0.0,0.0,18.6,0.0,0.0,0.0,0.4,0.4,0.11,-0.4,-0.4
Rúben Semedo,pt POR,1994.0,2020.0,Olympiacos,UCL,2.0,5.0,2.0,40.0,0.83,0.33,0.4,1.0,6.9,0.0,0.0,0.0,1.2,1.2,0.24,0.8,0.8
Stefano Sensi,it ITA,1995.0,2020.0,Inter,UCL,0.0,5.0,1.0,20.0,2.36,0.47,0.0,0.0,21.7,1.0,0.0,0.0,0.3,0.3,0.06,-0.3,-0.3
Jean Seri,ci CIV,1991.0,2020.0,Galatasaray,UCL,0.0,2.0,1.0,50.0,0.38,0.19,0.0,0.0,21.9,1.0,0.0,0.0,0.1,0.1,0.06,-0.1,-0.1
Ryan Sessegnon,eng ENG,2000.0,2020.0,Tottenham,UCL,1.0,3.0,2.0,66.7,1.38,0.92,0.33,0.5,19.6,0.0,0.0,0.0,0.3,0.3,0.1,0.7,0.7
Petr Ševčík,cz CZE,1994.0,2020.0,Slavia Prague,UCL,0.0,6.0,1.0,16.7,1.2,0.2,0.0,0.0,26.1,0.0,0.0,0.0,0.2,0.2,0.03,-0.2,-0.2
Xherdan Shaqiri,ch SUI,1991.0,2020.0,Liverpool,UCL,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Oleg Shatov,ru RUS,1990.0,2020.0,Zenit,UCL,0.0,2.0,0.0,0.0,0.77,0.0,0.0,,16.0,0.0,0.0,0.0,0.2,0.2,0.11,-0.2,-0.2
Danylo Sikan,ua UKR,2001.0,2020.0,Shakhtar,UCL,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Bernardo Silva,pt POR,1994.0,2020.0,Manchester City,UCL,0.0,5.0,1.0,20.0,1.03,0.21,0.0,0.0,13.1,0.0,0.0,0.0,0.6,0.6,0.11,-0.6,-0.6
David Silva,es ESP,1986.0,2020.0,Manchester City,UCL,0.0,4.0,0.0,0.0,2.83,0.0,0.0,,15.9,1.0,0.0,0.0,0.7,0.7,0.17,-0.7,-0.7
Rafa Silva,pt POR,1993.0,2020.0,Benfica,UCL,1.0,3.0,1.0,33.3,2.18,0.73,0.33,1.0,19.2,0.0,0.0,0.0,0.4,0.4,0.12,0.6,0.6
Thiago Silva,br BRA,1984.0,2020.0,Paris S-G,UCL,0.0,3.0,0.0,0.0,0.33,0.0,0.0,,11.8,0.0,0.0,0.0,0.3,0.3,0.11,-0.3,-0.3
Daley Sinkgraven,nl NED,1995.0,2020.0,Leverkusen,UCL,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Moussa Sissoko,fr FRA,1989.0,2020.0,Tottenham,UCL,0.0,2.0,0.0,0.0,0.43,0.0,0.0,,21.6,0.0,0.0,0.0,0.1,0.1,0.06,-0.1,-0.1
Mario Šitum,hr CRO,1992.0,2020.0,Dinamo Zagreb,UCL,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Oliver Skipp,eng ENG,2000.0,2020.0,Tottenham,UCL,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Milan Škoda,cz CZE,1986.0,2020.0,Slavia Prague,UCL,0.0,1.0,1.0,100.0,1.25,1.25,0.0,0.0,10.0,0.0,0.0,0.0,0.2,0.2,0.18,-0.2,-0.2
Milan Škriniar,sk SVK,1995.0,2020.0,Inter,UCL,0.0,1.0,1.0,100.0,0.17,0.17,0.0,0.0,26.2,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
Igor Smolnikov,ru RUS,1988.0,2020.0,Zenit,UCL,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Fyodor Smolov,ru RUS,1990.0,2020.0,Loko Moscow,UCL,0.0,3.0,0.0,0.0,1.34,0.0,0.0,,19.5,0.0,0.0,0.0,0.1,0.1,0.04,-0.1,-0.1
Eduard Sobol,ua UKR,1995.0,2020.0,Club Brugge,UCL,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Carlos Soler,es ESP,1997.0,2020.0,Valencia,UCL,1.0,6.0,2.0,33.3,1.38,0.46,0.17,0.5,12.5,0.0,0.0,0.0,0.5,0.5,0.09,0.5,0.5
Manor Solomon,il ISR,1999.0,2020.0,Shakhtar,UCL,2.0,3.0,2.0,66.7,1.96,1.3,0.67,1.0,9.6,0.0,0.0,0.0,0.7,0.7,0.23,1.3,1.3
Tomáš Souček,cz CZE,1995.0,2020.0,Slavia Prague,UCL,2.0,12.0,5.0,41.7,2.0,0.83,0.08,0.2,14.3,0.0,1.0,1.0,1.8,1.1,0.09,0.2,-0.1
Adama Soumaoro,fr FRA,1992.0,2020.0,Lille,UCL,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Boubakary Soumaré,fr FRA,1999.0,2020.0,Lille,UCL,0.0,2.0,1.0,50.0,0.34,0.17,0.0,0.0,15.4,0.0,0.0,0.0,0.1,0.1,0.04,-0.1,-0.1
Nicolae Stanciu,ro ROU,1993.0,2020.0,Slavia Prague,UCL,0.0,20.0,7.0,35.0,3.94,1.38,0.0,0.0,26.1,7.0,0.0,0.0,1.0,1.0,0.05,-1.0,-1.0
Taras Stepanenko,ua UKR,1989.0,2020.0,Shakhtar,UCL,0.0,4.0,1.0,25.0,0.67,0.17,0.0,0.0,13.1,0.0,0.0,0.0,0.1,0.1,0.04,-0.1,-0.1
Raheem Sterling,eng ENG,1994.0,2020.0,Manchester City,UCL,6.0,23.0,12.0,52.2,3.44,1.8,0.26,0.5,12.4,1.0,0.0,0.0,5.7,5.7,0.25,0.3,0.3
Petar Stojanović,si SVN,1995.0,2020.0,Dinamo Zagreb,UCL,0.0,1.0,0.0,0.0,0.18,0.0,0.0,,8.0,0.0,0.0,0.0,0.1,0.1,0.12,-0.1,-0.1
John Stones,eng ENG,1994.0,2020.0,Manchester City,UCL,0.0,1.0,0.0,0.0,1.8,0.0,0.0,,6.0,0.0,0.0,0.0,0.2,0.2,0.18,-0.2,-0.2
Luis Suárez,uy URU,1987.0,2020.0,Barcelona,UCL,5.0,20.0,12.0,60.0,3.17,1.9,0.2,0.33,16.3,1.0,1.0,1.0,4.5,3.7,0.19,0.5,0.3
Niklas Süle,de GER,1995.0,2020.0,Bayern Munich,UCL,0.0,1.0,1.0,100.0,0.27,0.27,0.0,0.0,29.7,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
Aleksei Sutormin,ru RUS,1994.0,2020.0,Zenit,UCL,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Dominik Szoboszlai,hu HUN,2000.0,2020.0,RB Salzburg,UCL,1.0,12.0,2.0,16.7,2.78,0.46,0.08,0.5,23.1,1.0,0.0,0.0,0.8,0.8,0.07,0.2,0.2
Adel Taarabt,ma MAR,1989.0,2020.0,Benfica,UCL,0.0,8.0,1.0,12.5,2.0,0.25,0.0,0.0,23.9,0.0,0.0,0.0,0.3,0.3,0.04,-0.3,-0.3
Dušan Tadić,rs SRB,1988.0,2020.0,Ajax,UCL,0.0,6.0,1.0,16.7,1.0,0.17,0.0,0.0,14.9,0.0,0.0,0.0,0.7,0.7,0.11,-0.7,-0.7
Nicolás Tagliafico,ar ARG,1992.0,2020.0,Ajax,UCL,1.0,3.0,2.0,66.7,0.5,0.33,0.33,0.5,14.5,0.0,0.0,0.0,0.2,0.2,0.07,0.8,0.8
Jonathan Tah,de GER,1996.0,2020.0,Leverkusen,UCL,0.0,1.0,0.0,0.0,0.2,0.0,0.0,,9.5,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
Taison,br BRA,1988.0,2020.0,Shakhtar,UCL,0.0,9.0,2.0,22.2,1.8,0.4,0.0,0.0,23.5,0.0,0.0,0.0,0.3,0.3,0.03,-0.3,-0.3
Laco Takács,cz CZE,1996.0,2020.0,Slavia Prague,UCL,0.0,1.0,0.0,0.0,1.01,0.0,0.0,,7.0,0.0,0.0,0.0,0.1,0.1,0.14,-0.1,-0.1
Adrien Tameze,cm CMR,1994.0,2020.0,Atalanta,UCL,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Japhet Tanganga,eng ENG,1999.0,2020.0,Tottenham,UCL,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Percy Tau,za RSA,1994.0,2020.0,Club Brugge,UCL,0.0,2.0,2.0,100.0,0.76,0.76,0.0,0.0,8.9,0.0,0.0,0.0,0.8,0.8,0.38,-0.8,-0.8
David Tavares,pt POR,1999.0,2020.0,Benfica,UCL,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Tomás Tavares,pt POR,2001.0,2020.0,Benfica,UCL,0.0,1.0,0.0,0.0,0.2,0.0,0.0,,19.2,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0
Stanislav Tecl,cz CZE,1990.0,2020.0,Slavia Prague,UCL,0.0,2.0,0.0,0.0,1.31,0.0,0.0,,12.0,0.0,0.0,0.0,0.4,0.4,0.18,-0.4,-0.4
Martin Terrier,fr FRA,1997.0,2020.0,Lyon,UCL,1.0,2.0,1.0,50.0,0.75,0.37,0.5,1.0,13.8,0.0,0.0,0.0,0.4,0.4,0.21,0.6,0.6
Tetê,br BRA,2000.0,2020.0,Shakhtar,UCL,1.0,4.0,0.0,0.0,2.32,0.0,0.0,,21.5,0.0,1.0,1.0,1.0,0.2,0.06,0.0,-0.2
