Player,Nation,Born,Season,Squad,Comp,Pos,Secondary_Pos,90s
Romano Schmid,at AUT,2000.0,2021.0,Werder Bremen,de Bundesliga,FW,MF,10.2
Benno Schmitz,de GER,1994.0,2021.0,Köln,de Bundesliga,DF,,1.4
Morgan Schneiderlin,fr FRA,1989.0,2021.0,Nice,fr Ligue 1,MF,,19.5
Alessandro Schöpf,at AUT,1994.0,2021.0,Schalke 04,de Bundesliga,FW,MF,9.7
Jerdy Schouten,nl NED,1997.0,2021.0,Bologna,it Serie A,MF,,21.6
Nico Schulz,de GER,1993.0,2021.0,Dortmund,de Bundesliga,DF,,5.7
Matteo Scozzarella,it ITA,1988.0,2021.0,Parma,it Serie A,MF,,1.7
Jacopo Segre,it ITA,1997.0,2021.0,Torino,it Serie A,MF,,2.1
Davie Selke,de GER,1995.0,2021.0,Werder Bremen,de Bundesliga,FW,,4.7
Malik Sellouki,fr FRA,2000.0,2021.0,Nice,fr Ligue 1,FW,MF,0.5
Nélson Semedo,pt POR,1993.0,2021.0,Wolves,eng Premier League,DF,,25.5
Léo Sena,br BRA,1995.0,2021.0,Spezia,it Serie A,MF,,6.1
Stefano Sensi,it ITA,1995.0,2021.0,Inter,it Serie A,MF,,3.3
Jaime Seoane,es ESP,1997.0,2021.0,Huesca,es La Liga,MF,,16.7
Suat Serdar,de GER,1997.0,2021.0,Schalke 04,de Bundesliga,MF,,18.3
Jean Seri,ci CIV,1991.0,2021.0,Bordeaux,fr Ligue 1,MF,,5.7
Ryan Sessegnon,eng ENG,2000.0,2021.0,Hoffenheim,de Bundesliga,DF,,11.1
Nils Seufert,de GER,1997.0,2021.0,Arminia,de Bundesliga,MF,FW,3.8
Edgar Sevikyan,ru RUS,2001.0,2021.0,Levante,es La Liga,MF,,0.1
Stephan El Shaarawy,it ITA,1992.0,2021.0,Roma,it Serie A,MF,FW,4.1
Jamie Shackleton,eng ENG,1999.0,2021.0,Leeds United,eng Premier League,MF,DF,5.1
Xherdan Shaqiri,ch SUI,1991.0,2021.0,Liverpool,eng Premier League,MF,FW,5.8
Billy Sharp,eng ENG,1986.0,2021.0,Sheffield Utd,eng Premier League,FW,,8.2
Luke Shaw,eng ENG,1995.0,2021.0,Manchester Utd,eng Premier League,DF,,22.5
Jonjo Shelvey,eng ENG,1992.0,2021.0,Newcastle Utd,eng Premier League,MF,,20.1
Eldor Shomurodov,uz UZB,1995.0,2021.0,Genoa,it Serie A,FW,,13.7
Shola Shoretire,eng ENG,2004.0,2021.0,Manchester Utd,eng Premier League,FW,,0.0
Mahame Siby,fr FRA,1996.0,2021.0,Strasbourg,fr Ligue 1,MF,,0.2
Abdoulaye Sidibé,fr FRA,2002.0,2021.0,Saint-Étienne,fr Ligue 1,MF,,0.1
Djibril Sidibé,fr FRA,1992.0,2021.0,Monaco,fr Ligue 1,DF,,15.7
Sidnei,br BRA,1989.0,2021.0,Betis,es La Liga,DF,,7.7
Kaj Sierhuis,nl NED,1998.0,2021.0,Reims,fr Ligue 1,FW,,6.1
Gylfi Sigurðsson,is ISL,1989.0,2021.0,Everton,eng Premier League,MF,,16.7
Luca Siligardi,it ITA,1988.0,2021.0,Crotone,it Serie A,MF,,0.5
Luca Siligardi,it ITA,1988.0,2021.0,Parma,it Serie A,FW,,0.4
Adrien Silva,pt POR,1989.0,2021.0,Sampdoria,it Serie A,MF,,13.6
André Silva,pt POR,1995.0,2021.0,Eint Frankfurt,de Bundesliga,FW,,23.7
Bernardo Silva,pt POR,1994.0,2021.0,Manchester City,eng Premier League,MF,FW,19.1
Caio Henrique Oliveira Silva,br BRA,1997.0,2021.0,Monaco,fr Ligue 1,DF,,19.4
David Silva,es ESP,1986.0,2021.0,Real Sociedad,es La Liga,MF,,12.8
Fábio Silva,pt POR,2002.0,2021.0,Wolves,eng Premier League,FW,,9.1
Florent da Silva,fr FRA,2003.0,2021.0,Lyon,fr Ligue 1,FW,,0.0
Gabriel Silva,br BRA,1991.0,2021.0,Saint-Étienne,fr Ligue 1,DF,,0.9
Gastón Silva,uy URU,1994.0,2021.0,Huesca,es La Liga,DF,,4.5
Thiago Silva,br BRA,1984.0,2021.0,Chelsea,eng Premier League,DF,,16.5
Mohamed Simakan,fr FRA,2000.0,2021.0,Strasbourg,fr Ligue 1,DF,,17.9
Giovanni Simeone,ar ARG,1995.0,2021.0,Cagliari,it Serie A,FW,,17.5
Moses Simon,ng NGA,1995.0,2021.0,Nantes,fr Ligue 1,FW,MF,19.0
Jóan Símun Edmundsson,fo FRO,1991.0,2021.0,Arminia,de Bundesliga,MF,FW,0.6
Wilfried Singo,ci CIV,2000.0,2021.0,Torino,it Serie A,DF,,15.9
Daley Sinkgraven,nl NED,1995.0,2021.0,Leverkusen,de Bundesliga,DF,,14.7
Dimitris Siovas,gr GRE,1988.0,2021.0,Huesca,es La Liga,DF,,27.5
Issouf Sissokho,ml MLI,2002.0,2021.0,Bordeaux,fr Ligue 1,MF,,0.3
Ibrahima Sissoko,fr FRA,1997.0,2021.0,Strasbourg,fr Ligue 1,MF,,24.6
Moussa Sissoko,fr FRA,1989.0,2021.0,Tottenham,eng Premier League,MF,,16.3
Nelson Sissoko,fr FRA,1997.0,2021.0,Saint-Étienne,fr Ligue 1,DF,,5.3
Ellyes Skhiri,tn TUN,1995.0,2021.0,Köln,de Bundesliga,MF,,25.2
Andreas Skov Olsen,dk DEN,1999.0,2021.0,Bologna,it Serie A,FW,,8.5
Robert Skov,dk DEN,1996.0,2021.0,Hoffenheim,de Bundesliga,DF,FW,8.2
Milan Škriniar,sk SVK,1995.0,2021.0,Inter,it Serie A,DF,,22.9
Steven Skrzybski,de GER,1992.0,2021.0,Schalke 04,de Bundesliga,FW,,4.1
Petar Škuletić,rs SRB,1990.0,2021.0,Montpellier,fr Ligue 1,FW,MF,1.9
Islam Slimani,dz ALG,1988.0,2021.0,Leicester City,eng Premier League,FW,,0.2
Islam Slimani,dz ALG,1988.0,2021.0,Lyon,fr Ligue 1,FW,,2.6
William Smallbone,ie IRL,2000.0,2021.0,Southampton,eng Premier League,MF,,1.9
Chris Smalling,eng ENG,1989.0,2021.0,Roma,it Serie A,DF,,10.7
Emile Smith-Rowe,eng ENG,2000.0,2021.0,Arsenal,eng Premier League,MF,FW,10.5
Robert Snodgrass,sco SCO,1987.0,2021.0,West Brom,eng Premier League,MF,FW,5.8
Robert Snodgrass,sco SCO,1987.0,2021.0,West Ham,eng Premier League,FW,DF,0.1
Cédric Soares,pt POR,1991.0,2021.0,Arsenal,eng Premier League,DF,,8.3
Rafa Soares,pt POR,1995.0,2021.0,Eibar,es La Liga,DF,,10.5
Rubén Sobrino,es ESP,1992.0,2021.0,Valencia,es La Liga,MF,FW,0.5
Rubén Sobrino,es ESP,1992.0,2021.0,Cádiz,es La Liga,FW,MF,5.9
Simon Sohm,ch SUI,2001.0,2021.0,Parma,it Serie A,MF,,7.1
Augusto Solari,ar ARG,1992.0,2021.0,Celta Vigo,es La Liga,MF,,2.9
Roberto Soldado,es ESP,1985.0,2021.0,Granada,es La Liga,FW,,13.6
Carlos Soler,es ESP,1997.0,2021.0,Valencia,es La Liga,MF,,21.7
Son,es ESP,1994.0,2021.0,Levante,es La Liga,DF,MF,9.7
Brandon Soppy,fr FRA,2002.0,2021.0,Rennes,fr Ligue 1,DF,MF,5.1
Roberto Soriano,it ITA,1991.0,2021.0,Bologna,it Serie A,MF,,28.6
Alberto Soro,es ESP,1999.0,2021.0,Granada,es La Liga,FW,MF,2.8
Borna Sosa,hr CRO,1998.0,2021.0,Stuttgart,de Bundesliga,DF,,18.0
Florian Sotoca,fr FRA,1990.0,2021.0,Lens,fr Ligue 1,FW,,25.6
Riccardo Sottil,it ITA,1999.0,2021.0,Cagliari,it Serie A,MF,FW,13.0
Cheick Souaré,fr FRA,2002.0,2021.0,Marseille,fr Ligue 1,MF,,0.1
Tomáš Souček,cz CZE,1995.0,2021.0,West Ham,eng Premier League,MF,,29.0
Rayan Souici,fr FRA,1998.0,2021.0,Saint-Étienne,fr Ligue 1,DF,,0.1
Cebio Soukou,bj BEN,1992.0,2021.0,Arminia,de Bundesliga,FW,MF,4.7
Adama Soumaoro,fr FRA,1992.0,2021.0,Bologna,it Serie A,DF,,10.5
Adama Soumaoro,fr FRA,1992.0,2021.0,Lille,fr Ligue 1,DF,,1.6
Boubakary Soumaré,fr FRA,1999.0,2021.0,Lille,fr Ligue 1,MF,,14.5
Yaya Soumaré,fr FRA,2000.0,2021.0,Lyon,fr Ligue 1,FW,,0.0
Arnaud Souquet,fr FRA,1992.0,2021.0,Montpellier,fr Ligue 1,DF,,11.1
Djibril Sow,ch SUI,1997.0,2021.0,Eint Frankfurt,de Bundesliga,MF,,18.9
Saidou Sow,gn GUI,2002.0,2021.0,Saint-Étienne,fr Ligue 1,DF,,9.1
Çağlar Söyüncü,tr TUR,1996.0,2021.0,Leicester City,eng Premier League,DF,,13.2
Leonardo Spinazzola,it ITA,1993.0,2021.0,Roma,it Serie A,DF,,23.1
Mattia Sprocati,it ITA,1993.0,2021.0,Parma,it Serie A,FW,,0.2
Jerry St. Juste,nl NED,1996.0,2021.0,Mainz 05,de Bundesliga,DF,,25.0
Benjamin Stambouli,fr FRA,1990.0,2021.0,Schalke 04,de Bundesliga,MF,DF,18.7
Niklas Stark,de GER,1995.0,2021.0,Hertha BSC,de Bundesliga,DF,MF,25.9
Renato Steffen,ch SUI,1991.0,2021.0,Wolfsburg,de Bundesliga,FW,MF,17.4
Pascal Stenzel,de GER,1996.0,2021.0,Stuttgart,de Bundesliga,DF,,11.7
Dale Stephens,eng ENG,1989.0,2021.0,Burnley,eng Premier League,MF,,2.9
Jack Stephens,eng ENG,1994.0,2021.0,Southampton,eng Premier League,DF,,12.1
Raheem Sterling,eng ENG,1994.0,2021.0,Manchester City,eng Premier League,FW,,23.2
Enda Stevens,ie IRL,1990.0,2021.0,Sheffield Utd,eng Premier League,DF,,22.0
Lars Stindl,de GER,1988.0,2021.0,M'Gladbach,de Bundesliga,MF,FW,19.1
Kevin Stöger,at AUT,1993.0,2021.0,Mainz 05,de Bundesliga,MF,FW,5.7
John Stones,eng ENG,1994.0,2021.0,Manchester City,eng Premier League,DF,,18.0
Tobias Strobl,de GER,1990.0,2021.0,Augsburg,de Bundesliga,MF,,18.3
Kevin Strootman,nl NED,1990.0,2021.0,Genoa,it Serie A,MF,,9.4
Kevin Strootman,nl NED,1990.0,2021.0,Marseille,fr Ligue 1,MF,,2.6
Pascal Struijk,nl NED,1999.0,2021.0,Leeds United,eng Premier League,DF,MF,16.8
Jens Stryger Larsen,dk DEN,1991.0,2021.0,Udinese,it Serie A,DF,,20.7
Stefano Sturaro,it ITA,1993.0,2021.0,Hellas Verona,it Serie A,MF,,2.3
Stefano Sturaro,it ITA,1993.0,2021.0,Genoa,it Serie A,MF,,4.9
Damián Suárez,uy URU,1988.0,2021.0,Getafe,es La Liga,DF,,20.1
Denis Suárez,es ESP,1994.0,2021.0,Celta Vigo,es La Liga,MF,,22.3
Luis Suárez,uy URU,1987.0,2021.0,Atlético Madrid,es La Liga,FW,,21.7
Marek Suchý,cz CZE,1988.0,2021.0,Augsburg,de Bundesliga,DF,,1.9
Niklas Süle,de GER,1995.0,2021.0,Bayern Munich,de Bundesliga,DF,,15.9
Suso,es ESP,1993.0,2021.0,Sevilla,es La Liga,FW,,16.6
Bosko Sutalo,hr CRO,2000.0,2021.0,Atalanta,it Serie A,DF,,2.6
Mattias Svanberg,se SWE,1999.0,2021.0,Bologna,it Serie A,MF,,14.9
Abdoulaye Sylla,gn GUI,2000.0,2021.0,Nantes,fr Ligue 1,DF,,0.1
Issiaga Sylla,gn GUI,1994.0,2021.0,Lens,fr Ligue 1,DF,,11.4
Eddy Sylvestre,fr FRA,1999.0,2021.0,Nice,fr Ligue 1,FW,MF,1.1
Ádám Szalai,hu HUN,1987.0,2021.0,Mainz 05,de Bundesliga,FW,,5.7
Frederik Sørensen,dk DEN,1992.0,2021.0,Köln,de Bundesliga,DF,,1.1
Alexander Sørloth,no NOR,1995.0,2021.0,RB Leipzig,de Bundesliga,FW,,12.6
Tachi,es ESP,1997.0,2021.0,Alavés,es La Liga,DF,,6.4
Jonathan Tah,de GER,1996.0,2021.0,Leverkusen,de Bundesliga,DF,,19.2
Flavien Tait,fr FRA,1993.0,2021.0,Rennes,fr Ligue 1,MF,FW,8.6
Adrien Tameze,cm CMR,1994.0,2021.0,Hellas Verona,it Serie A,MF,,22.7
Japhet Tanganga,eng ENG,1999.0,2021.0,Tottenham,eng Premier League,DF,,2.5
Renato Tapia,pe PER,1995.0,2021.0,Celta Vigo,es La Liga,MF,,24.7
Edmond Tapsoba,bf BFA,1999.0,2021.0,Leverkusen,de Bundesliga,DF,,23.5
Matt Targett,eng ENG,1995.0,2021.0,Aston Villa,eng Premier League,DF,,27.8
James Tarkowski,eng ENG,1992.0,2021.0,Burnley,eng Premier League,DF,,27.0
Percy Tau,za RSA,1994.0,2021.0,Brighton,eng Premier League,FW,MF,0.9
Niklas Tauer,de GER,2001.0,2021.0,Mainz 05,de Bundesliga,MF,DF,0.8
Heriberto Tavares,pt POR,1997.0,2021.0,Brest,fr Ligue 1,MF,FW,0.5
Sidnei Tavares,pt POR,2001.0,2021.0,Leicester City,eng Premier League,MF,,0.9
Tomás Tavares,pt POR,2001.0,2021.0,Alavés,es La Liga,MF,DF,0.7
Charlie Taylor,eng ENG,1993.0,2021.0,Burnley,eng Premier League,DF,,19.3
Neil Taylor,wal WAL,1989.0,2021.0,Aston Villa,eng Premier League,DF,,0.2
Allan Tchaptchet,fr FRA,2001.0,2021.0,Southampton,eng Premier League,DF,,0.1
Warren Tchimbembé,fr FRA,1998.0,2021.0,Metz,fr Ligue 1,MF,FW,5.5
Aurélien Tchouaméni,fr FRA,2000.0,2021.0,Monaco,fr Ligue 1,MF,,27.1
Álvaro Tejero,es ESP,1996.0,2021.0,Eibar,es La Liga,DF,,1.2
Nathan Tella,eng ENG,1999.0,2021.0,Southampton,eng Premier League,FW,MF,5.0
Alex Telles,br BRA,1992.0,2021.0,Manchester Utd,eng Premier League,DF,,5.7
Andrés Tello,co COL,1996.0,2021.0,Benevento,it Serie A,MF,DF,4.1
Cristian Tello,es ESP,1991.0,2021.0,Betis,es La Liga,FW,MF,10.0
Lino Tempelmann,de GER,1999.0,2021.0,Freiburg,de Bundesliga,MF,DF,2.6
Hidde ter Avest,nl NED,1997.0,2021.0,Udinese,it Serie A,DF,,3.9
Martin Terrier,fr FRA,1997.0,2021.0,Rennes,fr Ligue 1,FW,MF,20.1
Claudio Terzi,it ITA,1984.0,2021.0,Spezia,it Serie A,DF,,15.9
Kenny Tete,nl NED,1995.0,2021.0,Fulham,eng Premier League,DF,,11.8
Kenny Tete,nl NED,1995.0,2021.0,Lyon,fr Ligue 1,DF,,0.2
Cedric Teuchert,de GER,1997.0,2021.0,Union Berlin,de Bundesliga,FW,MF,7.2
Florian Thauvin,fr FRA,1993.0,2021.0,Marseille,fr Ligue 1,FW,MF,23.5
Malick Thiaw,de GER,2001.0,2021.0,Schalke 04,de Bundesliga,DF,,13.4
Jan Thielmann,de GER,2002.0,2021.0,Köln,de Bundesliga,FW,MF,10.5
Sada Thioub,sn SEN,1995.0,2021.0,Angers,fr Ligue 1,FW,MF,11.0
Luke Thomas,eng ENG,2001.0,2021.0,Leicester City,eng Premier League,DF,,4.5
Romain Thomas,fr FRA,1988.0,2021.0,Angers,fr Ligue 1,DF,,25.6
Adrien Thomasson,fr FRA,1993.0,2021.0,Strasbourg,fr Ligue 1,MF,,22.4
Erik Thommy,de GER,1994.0,2021.0,Stuttgart,de Bundesliga,FW,DF,1.6
Morten Thorsby,no NOR,1996.0,2021.0,Sampdoria,it Serie A,MF,,22.9
Marcus Thuram,fr FRA,1997.0,2021.0,M'Gladbach,de Bundesliga,FW,MF,13.7
Khéphren Thuram-Ulie,fr FRA,2001.0,2021.0,Nice,fr Ligue 1,MF,,12.9
Cheikh Tidiane Sabaly,sn SEN,1999.0,2021.0,Metz,fr Ligue 1,MF,,0.1
Youri Tielemans,be BEL,1997.0,2021.0,Leicester City,eng Premier League,MF,,29.3
Kieran Tierney,sco SCO,1997.0,2021.0,Arsenal,eng Premier League,DF,,22.4
Steffen Tigges,de GER,1998.0,2021.0,Dortmund,de Bundesliga,FW,,0.6
Guus Til,nl NED,1997.0,2021.0,Freiburg,de Bundesliga,FW,,1.1
David Timor,es ESP,1989.0,2021.0,Getafe,es La Liga,MF,DF,9.5
Jean-Clair Todibo,fr FRA,1999.0,2021.0,Nice,fr Ligue 1,DF,,6.8
Karl Toko Ekambi,cm CMR,1992.0,2021.0,Lyon,fr Ligue 1,FW,,24.7
Corentin Tolisso,fr FRA,1994.0,2021.0,Bayern Munich,de Bundesliga,MF,,8.1
Jeremy Toljan,de GER,1994.0,2021.0,Sassuolo,it Serie A,DF,,11.7
Rafael Tolói,it ITA,1990.0,2021.0,Atalanta,it Serie A,DF,,22.4
Takehiro Tomiyasu,jp JPN,1998.0,2021.0,Bologna,it Serie A,DF,,25.4
James Tomkins,eng ENG,1989.0,2021.0,Crystal Palace,eng Premier League,DF,,4.3
Fikayo Tomori,eng ENG,1997.0,2021.0,Chelsea,eng Premier League,DF,,0.5
Fikayo Tomori,eng ENG,1997.0,2021.0,Milan,it Serie A,DF,,7.3
Sandro Tonali,it ITA,2000.0,2021.0,Milan,it Serie A,MF,,13.9
Lorenzo Tonelli,it ITA,1990.0,2021.0,Sampdoria,it Serie A,DF,,16.2
Toño,es ESP,1989.0,2021.0,Levante,es La Liga,DF,,5.4
Ömer Toprak,tr TUR,1989.0,2021.0,Werder Bremen,de Bundesliga,DF,,18.6
Tyron Tormin,fr FRA,2001.0,2021.0,Saint-Étienne,fr Ligue 1,MF,FW,0.2
Ernesto Torregrossa,it ITA,1992.0,2021.0,Sampdoria,it Serie A,FW,,1.8
Lucas Torreira,uy URU,1996.0,2021.0,Atlético Madrid,es La Liga,MF,FW,4.7
Ferrán Torres,es ESP,2000.0,2021.0,Manchester City,eng Premier League,FW,,10.4
Óliver Torres,es ESP,1994.0,2021.0,Sevilla,es La Liga,MF,FW,13.5
Pau Torres,es ESP,1997.0,2021.0,Villarreal,es La Liga,DF,,27.0
Roberto Torres,es ESP,1989.0,2021.0,Osasuna,es La Liga,MF,FW,16.0
Lucas Torró,es ESP,1994.0,2021.0,Osasuna,es La Liga,MF,,11.5
Jordan Torunarigha,de GER,1997.0,2021.0,Hertha BSC,de Bundesliga,DF,,7.6
Cenk Tosun,tr TUR,1991.0,2021.0,Everton,eng Premier League,FW,,0.5
Abdoulaye Touré,fr FRA,1994.0,2021.0,Nantes,fr Ligue 1,MF,,17.1
Almamy Touré,ml MLI,1996.0,2021.0,Eint Frankfurt,de Bundesliga,DF,,7.7
Lucas Tousart,fr FRA,1997.0,2021.0,Hertha BSC,de Bundesliga,MF,,19.8
Andros Townsend,eng ENG,1991.0,2021.0,Crystal Palace,eng Premier League,MF,FW,20.1
Conor Townsend,eng ENG,1993.0,2021.0,West Brom,eng Premier League,DF,,16.8
Mattéo Tramoni,fr FRA,2000.0,2021.0,Cagliari,it Serie A,FW,MF,0.8
Adama Traoré,es ESP,1996.0,2021.0,Wolves,eng Premier League,FW,,21.8
Amadou Traore,fr FRA,2002.0,2021.0,Bordeaux,fr Ligue 1,MF,FW,2.1
Bertrand Traoré,bf BFA,1995.0,2021.0,Aston Villa,eng Premier League,FW,,16.9
Charles Traore,ml MLI,1992.0,2021.0,Nantes,fr Ligue 1,DF,,16.4
Hamari Traoré,ml MLI,1992.0,2021.0,Rennes,fr Ligue 1,DF,,25.5
Ibrahima Traoré,gn GUI,1988.0,2021.0,M'Gladbach,de Bundesliga,FW,,1.0
Ismaël Traoré,ci CIV,1986.0,2021.0,Angers,fr Ligue 1,DF,,29.0
Miguel Trauco,pe PER,1992.0,2021.0,Saint-Étienne,fr Ligue 1,DF,,17.6
Trézéguet,eg EGY,1994.0,2021.0,Aston Villa,eng Premier League,FW,,11.7
Manu Trigueros,es ESP,1991.0,2021.0,Villarreal,es La Liga,MF,,22.1
Christopher Trimmel,at AUT,1987.0,2021.0,Union Berlin,de Bundesliga,DF,,22.1
Francisco Trincão,pt POR,1999.0,2021.0,Barcelona,es La Liga,FW,MF,6.3
Alessandro Tripaldelli,it ITA,1999.0,2021.0,Cagliari,it Serie A,DF,,3.3
Kieran Trippier,eng ENG,1990.0,2021.0,Atlético Madrid,es La Liga,DF,,18.0
Leandro Trossard,be BEL,1994.0,2021.0,Brighton,eng Premier League,FW,MF,22.1
Alexis Trouillet,fr FRA,2000.0,2021.0,Nice,fr Ligue 1,MF,,1.2
Adrien Truffert,fr FRA,2001.0,2021.0,Rennes,fr Ligue 1,DF,MF,17.6
Marvin Tshibuabua,fr FRA,2002.0,2021.0,Saint-Étienne,fr Ligue 1,DF,,0.5
Kostas Tsimikas,gr GRE,1996.0,2021.0,Liverpool,eng Premier League,DF,,0.1
Axel Tuanzebe,eng ENG,1997.0,2021.0,Manchester Utd,eng Premier League,DF,,1.5
Alessandro Tuia,it ITA,1990.0,2021.0,Benevento,it Serie A,DF,,16.9
Ľubomír Tupta,sk SVK,1998.0,2021.0,Hellas Verona,it Serie A,MF,,0.6
Tuta,br BRA,1999.0,2021.0,Eint Frankfurt,de Bundesliga,DF,,11.3
Iyenoma Udogie,it ITA,2002.0,2021.0,Hellas Verona,it Serie A,DF,MF,1.1
Matthieu Udol,fr FRA,1996.0,2021.0,Metz,fr Ligue 1,DF,,16.1
Naomichi Ueda,jp JPN,1994.0,2021.0,Nîmes,fr Ligue 1,DF,,2.1
Hwang Ui-jo,kr KOR,1992.0,2021.0,Bordeaux,fr Ligue 1,FW,MF,20.7
Samuel Umtiti,fr FRA,1993.0,2021.0,Barcelona,es La Liga,DF,,5.5
Enes Ünal,tr TUR,1997.0,2021.0,Getafe,es La Liga,FW,,8.6
Cengiz Ünder,tr TUR,1997.0,2021.0,Leicester City,eng Premier League,MF,FW,3.1
Dayot Upamecano,fr FRA,1998.0,2021.0,RB Leipzig,de Bundesliga,DF,,21.1
Mark Uth,de GER,1991.0,2021.0,Schalke 04,de Bundesliga,FW,MF,14.4
Eugeni Valderrama,es ESP,1994.0,2021.0,Huesca,es La Liga,FW,MF,1.3
Lautaro Valenti,ar ARG,1999.0,2021.0,Parma,it Serie A,DF,,2.3
Borja Valero,es ESP,1985.0,2021.0,Fiorentina,it Serie A,MF,FW,4.7
Yan Valery,fr FRA,1999.0,2021.0,Southampton,eng Premier League,DF,MF,1.1
Jesús Vallejo,es ESP,1997.0,2021.0,Granada,es La Liga,DF,,12.6
Manu Vallejo,es ESP,1997.0,2021.0,Valencia,es La Liga,FW,,9.1
Federico Valverde,uy URU,1998.0,2021.0,Real Madrid,es La Liga,MF,,10.4
Raphaël Varane,fr FRA,1993.0,2021.0,Real Madrid,es La Liga,DF,,27.0
Jamie Vardy,eng ENG,1987.0,2021.0,Leicester City,eng Premier League,FW,,23.7
Ruben Vargas,ch SUI,1998.0,2021.0,Augsburg,de Bundesliga,MF,FW,14.0
Denis Vavro,sk SVK,1996.0,2021.0,Lazio,it Serie A,DF,,0.4
Denis Vavro,sk SVK,1996.0,2021.0,Huesca,es La Liga,DF,,1.3
Franco Vázquez,ar ARG,1989.0,2021.0,Sevilla,es La Liga,FW,MF,0.8
Kevin Vázquez,es ESP,1993.0,2021.0,Celta Vigo,es La Liga,DF,,1.0
Lucas Vázquez,es ESP,1991.0,2021.0,Real Madrid,es La Liga,DF,FW,20.1
Matías Vecino,uy URU,1991.0,2021.0,Inter,it Serie A,FW,,0.0
Gabriel Veiga,es ESP,2002.0,2021.0,Celta Vigo,es La Liga,MF,DF,1.3
Miloš Veljković,rs SRB,1995.0,2021.0,Werder Bremen,de Bundesliga,DF,,15.6
Miguel Veloso,pt POR,1986.0,2021.0,Hellas Verona,it Serie A,MF,,13.4
Joël Veltman,nl NED,1992.0,2021.0,Brighton,eng Premier League,DF,,20.3
Unai Vencedor Paris,es ESP,2000.0,2021.0,Athletic Club,es La Liga,MF,,12.7
Lorenzo Venuti,it ITA,1995.0,2021.0,Fiorentina,it Serie A,DF,,13.1
Daniele Verde,it ITA,1996.0,2021.0,Spezia,it Serie A,FW,,7.1
Simone Verdi,it ITA,1992.0,2021.0,Torino,it Serie A,FW,MF,12.7
Gonzalo Verdú,es ESP,1988.0,2021.0,Elche,es La Liga,DF,,27.0
Jordan Veretout,fr FRA,1993.0,2021.0,Roma,it Serie A,MF,,20.7
Edoardo Vergani,it ITA,2001.0,2021.0,Bologna,it Serie A,FW,,0.1
Marco Verratti,it ITA,1992.0,2021.0,Paris S-G,fr Ligue 1,MF,,15.0
Valerio Verre,it ITA,1994.0,2021.0,Sampdoria,it Serie A,MF,,8.1
Mikel Vesga,es ESP,1993.0,2021.0,Athletic Club,es La Liga,MF,,13.3
Jannik Vestergaard,dk DEN,1992.0,2021.0,Southampton,eng Premier League,DF,,20.5
Rúben Vezo,pt POR,1994.0,2021.0,Levante,es La Liga,DF,,20.5
Iñigo Vicente,es ESP,1998.0,2021.0,Athletic Club,es La Liga,FW,,0.4
Fede Vico,es ESP,1994.0,2021.0,Granada,es La Liga,FW,MF,4.9
Aleix Vidal,es ESP,1989.0,2021.0,Sevilla,es La Liga,DF,,5.6
Arturo Vidal,cl CHI,1987.0,2021.0,Inter,it Serie A,MF,,12.6
Nacho Vidal,es ESP,1995.0,2021.0,Osasuna,es La Liga,DF,,20.1
Ronaldo Vieira,gw GNB,1998.0,2021.0,Hellas Verona,it Serie A,MF,,2.5
Luca Vignali,it ITA,1996.0,2021.0,Spezia,it Serie A,DF,,12.0
Emanuel Vignato,it ITA,2000.0,2021.0,Bologna,it Serie A,FW,MF,9.2
Toni Villa,es ESP,1995.0,2021.0,Valladolid,es La Liga,MF,FW,8.1
Asier Villalibre,es ESP,1997.0,2021.0,Athletic Club,es La Liga,FW,,10.5
Gonzalo Villar,es ESP,1998.0,2021.0,Roma,it Serie A,MF,,15.3
Rúben Vinagre,pt POR,1999.0,2021.0,Wolves,eng Premier League,DF,,1.9
Carlos Vinícius,br BRA,1995.0,2021.0,Tottenham,eng Premier League,FW,,2.9
Nicolas Viola,it ITA,1989.0,2021.0,Benevento,it Serie A,MF,,7.5
Vitinha,pt POR,2000.0,2021.0,Wolves,eng Premier League,MF,,2.6
Vitolo,es ESP,1989.0,2021.0,Atlético Madrid,es La Liga,MF,DF,2.6
Dušan Vlahović,rs SRB,2000.0,2021.0,Fiorentina,it Serie A,FW,,23.5
Michel Vlap,nl NED,1997.0,2021.0,Arminia,de Bundesliga,MF,,4.1
Andreas Voglsammer,de GER,1992.0,2021.0,Arminia,de Bundesliga,FW,MF,5.1
Kevin Vogt,de GER,1991.0,2021.0,Hoffenheim,de Bundesliga,DF,,19.0
Mërgim Vojvoda,xk KVX,1995.0,2021.0,Torino,it Serie A,DF,,9.9
Jake Vokins,eng ENG,2000.0,2021.0,Southampton,eng Premier League,DF,,0.7
Kevin Volland,de GER,1992.0,2021.0,Monaco,fr Ligue 1,FW,MF,25.0
Stefan de Vrij,nl NED,1992.0,2021.0,Inter,it Serie A,DF,,23.4
Giacomo Vrioni,al ALB,1998.0,2021.0,Juventus,it Serie A,MF,,0.0
Šime Vrsaljko,hr CRO,1992.0,2021.0,Atlético Madrid,es La Liga,DF,,5.6
Nikola Vukčević,me MNE,1991.0,2021.0,Levante,es La Liga,MF,,9.0
Miloš Vulić,rs SRB,1996.0,2021.0,Crotone,it Serie A,MF,,13.9
Matěj Vydra,cz CZE,1992.0,2021.0,Burnley,eng Premier League,FW,,9.8
Franklin Wadja,cm CMR,1995.0,2021.0,Lorient,fr Ligue 1,MF,,0.4
